Year,Month_No,Month,Round,State,Station Code,Station Name,DO,pH,BOD
2021,6,June,2,Uttar Pradesh,1063,"RIVER GANGA AT KANNAUJ U/S (NEAR MEHNDIGHAT BRIDGE), U.P",8.1,8.24,2.8
2021,7,July,1,Uttar Pradesh,1063,"RIVER GANGA AT KANNAUJ U/S (NEAR MEHNDIGHAT BRIDGE), U.P",5.8,8.28,3.1
2021,7,July,2,Uttar Pradesh,1063,"RIVER GANGA AT KANNAUJ U/S (NEAR MEHNDIGHAT BRIDGE), U.P",6.9,8.18,3.1
2021,8,August,1,Uttar Pradesh,1063,"RIVER GANGA AT KANNAUJ U/S (NEAR MEHNDIGHAT BRIDGE), U.P",6.4,8.18,3.0
2021,11,November,2,Uttar Pradesh,1063,"RIVER GANGA AT KANNAUJ U/S (NEAR MEHNDIGHAT BRIDGE), U.P",8.3,8.16,3.0
2021,12,December,1,Uttar Pradesh,1063,"RIVER GANGA AT KANNAUJ U/S (NEAR MEHNDIGHAT BRIDGE), U.P",8.6,8.19,2.9
2023,1,January,1,Uttar Pradesh,1063,"RIVER GANGA AT KANNAUJ U/S (NEAR MEHNDIGHAT BRIDGE), U.P",10.5,8.31,3.2
2023,1,January,2,Uttar Pradesh,1063,"RIVER GANGA AT KANNAUJ U/S (NEAR MEHNDIGHAT BRIDGE), U.P",10.9,8.4,3.3
2023,3,March,1,Uttar Pradesh,1063,"RIVER GANGA AT KANNAUJ U/S (NEAR MEHNDIGHAT BRIDGE), U.P",10.2,8.28,3.6
2023,3,March,2,Uttar Pradesh,1063,"RIVER GANGA AT KANNAUJ U/S (NEAR MEHNDIGHAT BRIDGE), U.P",10.4,8.21,3.2
2023,4,April,1,Uttar Pradesh,1063,"RIVER GANGA AT KANNAUJ U/S (NEAR MEHNDIGHAT BRIDGE), U.P",8.4,8.37,3.9
2023,4,April,2,Uttar Pradesh,1063,"RIVER GANGA AT KANNAUJ U/S (NEAR MEHNDIGHAT BRIDGE), U.P",8.7,8.37,3.9
2023,5,May,1,Uttar Pradesh,1063,"RIVER GANGA AT KANNAUJ U/S (NEAR MEHNDIGHAT BRIDGE), U.P",8.2,8.59,3.3
2023,6,June,1,Uttar Pradesh,1063,"RIVER GANGA AT KANNAUJ U/S (NEAR MEHNDIGHAT BRIDGE), U.P",7.7,8.36,3.6
2023,6,June,2,Uttar Pradesh,1063,"RIVER GANGA AT KANNAUJ U/S (NEAR MEHNDIGHAT BRIDGE), U.P",8.0,8.17,3.6
2023,7,July,1,Uttar Pradesh,1063,"RIVER GANGA AT KANNAUJ U/S (NEAR MEHNDIGHAT BRIDGE), U.P",6.5,8.26,3.6
2023,7,July,2,Uttar Pradesh,1063,"RIVER GANGA AT KANNAUJ U/S (NEAR MEHNDIGHAT BRIDGE), U.P",7.3,8.08,3.5
2023,8,August,1,Uttar Pradesh,1063,"RIVER GANGA AT KANNAUJ U/S (NEAR MEHNDIGHAT BRIDGE), U.P",6.1,8.16,3.2
2023,8,August,2,Uttar Pradesh,1063,"RIVER GANGA AT KANNAUJ U/S (NEAR MEHNDIGHAT BRIDGE), U.P",6.3,8.22,3.4
2023,9,September,2,Uttar Pradesh,1063,"RIVER GANGA AT KANNAUJ U/S (NEAR MEHNDIGHAT BRIDGE), U.P",6.8,8.44,3.1
2023,10,October,1,Uttar Pradesh,1063,"RIVER GANGA AT KANNAUJ U/S (NEAR MEHNDIGHAT BRIDGE), U.P",7.4,8.4,3.2
2023,10,October,2,Uttar Pradesh,1063,"RIVER GANGA AT KANNAUJ U/S (NEAR MEHNDIGHAT BRIDGE), U.P",8.2,8.34,3.3
2023,11,November,1,Uttar Pradesh,1063,"RIVER GANGA AT KANNAUJ U/S (NEAR MEHNDIGHAT BRIDGE), U.P",8.4,8.45,3.1
2024,1,January,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),9.4,8.4,3.1
2024,1,January,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),11.0,8.35,3.1
2024,2,February,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),11.0,8.42,3.4
2024,2,February,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),10.6,8.31,3.4
2024,3,March,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),10.6,8.26,3.2
2024,3,March,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.5,8.32,3.2
2024,4,April,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.1,8.32,3.3
2024,5,May,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),7.7,8.39,3.6
2024,5,May,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),7.7,8.39,3.6
2024,6,June,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),7.5,8.39,4.2
2024,6,June,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),6.7,8.31,4.7
2024,7,July,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),6.9,8.35,4.0
2024,7,July,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),6.9,8.35,4.0
2024,8,August,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),6.8,7.84,3.8
2024,8,August,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),6.8,8.02,3.7
2024,9,September,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),6.9,7.93,3.6
2024,9,September,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),6.7,8.18,3.7
2024,10,October,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),7.2,8.22,2.8
2024,10,October,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),7.3,8.28,2.7
2024,11,November,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.2,8.36,2.5
2024,11,November,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.4,8.36,2.4
2024,12,December,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),9.5,8.42,2.4
2024,12,December,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),9.9,8.41,2.4
2014,1,January,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",9.6,8.6,3.4
2014,5,May,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",7.2,8.9,3.8
2014,6,June,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",6.6,7.78,3.7
2014,7,July,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",9.1,8.26,4.2
2014,8,August,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",6.0,7.59,3.4
2014,11,November,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",8.2,8.26,3.6
2015,5,May,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",8.4,8.31,3.1
2015,6,June,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",8.2,8.16,4.0
2015,7,July,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",6.6,7.28,2.2
2015,8,August,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",6.4,8.92,2.7
2015,9,September,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",7.0,8.14,3.1
2015,10,October,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",7.8,8.04,3.0
2015,11,November,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",9.5,8.5,2.5
2015,12,December,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",9.1,7.72,3.2
2016,1,January,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",8.6,7.86,4.8
2016,2,February,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",9.2,7.84,3.7
2016,3,March,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",9.4,7.91,3.4
2016,4,April,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",8.1,8.36,3.8
2016,5,May,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",8.1,7.84,3.6
2016,6,June,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",7.4,7.96,3.6
2016,7,July,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",6.6,7.12,3.2
2016,8,August,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",7.6,6.99,3.6
2016,9,September,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",7.3,7.17,2.9
2016,10,October,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",8.0,7.43,3.0
2016,11,November,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",8.2,8.06,2.6
2016,12,December,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",8.6,7.78,3.2
2017,1,January,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",9.8,8.43,3.3
2017,2,February,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",8.8,8.5,3.5
2017,3,March,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",8.7,8.09,3.4
2017,4,April,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",7.6,7.35,3.9
2017,5,May,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",7.4,7.96,3.8
2017,6,June,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",7.6,8.34,3.7
2017,7,July,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",5.9,7.46,3.7
2017,8,August,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",6.1,7.41,3.3
2017,9,September,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",6.3,7.52,3.6
2017,10,October,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",7.7,7.79,2.9
2017,11,November,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",8.3,7.69,2.9
2017,12,December,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",11.2,7.98,3.5
2018,1,January,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",6.9,8.46,4.2
2018,2,February,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",6.5,8.56,4.2
2018,3,March,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",9.7,8.48,3.6
2018,4,April,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",9.5,7.88,3.8
2018,5,May,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",11.6,7.92,4.2
2018,6,June,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",6.0,8.26,3.8
2018,7,July,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",6.5,8.01,4.0
2018,8,August,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",8.4,7.69,4.1
2018,9,September,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",7.0,7.78,3.4
2018,10,October,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",8.4,8.1,3.3
2018,11,November,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",7.2,8.29,3.2
2019,1,January,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",10.0,8.4,2.7
2019,2,February,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",10.3,8.3,2.5
2019,3,March,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",5.8,8.5,2.9
2019,4,April,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",6.5,8.6,3.8
2020,9,September,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",7.4,8.1,3.4
2020,10,October,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",8.6,8.3,3.6
2020,11,November,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",8.2,7.9,3.4
2020,11,November,2,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",8.6,8.5,3.3
2020,12,December,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",11.5,8.52,3.4
2021,1,January,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",10.9,8.42,3.2
2021,1,January,2,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",11.1,8.2,3.1
2021,2,February,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",10.8,8.4,3.3
2021,4,April,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",8.3,8.36,3.2
2021,4,April,2,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",8.3,8.26,3.1
2021,5,May,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",8.1,8.32,3.2
2021,6,June,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",7.9,8.25,3.6
2021,7,July,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",5.8,8.16,3.3
2021,7,July,2,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",7.1,8.14,3.9
2021,8,August,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",6.6,8.26,3.3
2021,11,November,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",6.2,8.38,3.7
2023,1,January,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",10.9,8.41,3.0
2023,1,January,2,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",11.1,8.4,3.6
2023,3,March,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",8.7,8.29,3.8
2023,3,March,2,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",9.1,8.66,3.5
2023,4,April,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",8.7,8.69,4.0
2023,4,April,2,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",8.7,7.52,3.3
2023,5,May,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",8.1,8.38,3.9
2023,5,May,2,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",8.8,8.32,4.1
2023,6,June,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",7.4,8.41,4.2
2023,6,June,2,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",7.5,8.24,4.2
2023,7,July,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",6.4,8.19,4.2
2023,7,July,2,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",6.7,7.88,4.4
2023,8,August,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",6.1,7.87,3.3
2023,8,August,2,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",6.3,7.87,3.4
2023,9,September,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",6.4,7.85,3.2
2023,10,October,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",7.5,8.13,3.2
2023,10,October,2,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",8.3,8.12,3.4
2023,11,November,1,Uttar Pradesh,1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",8.7,8.45,3.0
2024,1,January,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),10.8,8.38,2.9
2024,1,January,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),11.1,8.39,3.0
2024,2,February,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),11.0,8.44,3.0
2024,2,February,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),10.4,8.46,3.4
2024,3,March,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),10.2,8.37,3.4
2024,3,March,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.8,8.23,3.3
2024,4,April,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.3,8.22,3.4
2024,4,April,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.2,8.45,3.4
2024,5,May,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.0,8.41,4.1
2024,5,May,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.0,8.48,4.0
2024,6,June,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.1,8.46,4.0
2024,6,June,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),7.2,8.44,4.4
2024,7,July,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),6.4,8.37,4.2
2024,7,July,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),6.4,8.37,4.2
2024,8,August,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),6.6,7.93,3.7
2024,8,August,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),6.8,8.12,3.6
2024,9,September,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),6.7,8.01,3.6
2024,9,September,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),6.7,8.01,3.7
2024,10,October,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),7.1,8.19,3.1
2024,10,October,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),7.0,8.29,3.0
2024,11,November,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.0,8.26,2.9
2024,11,November,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.5,8.38,2.8
2024,12,December,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),9.7,8.48,2.7
2024,12,December,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),10.3,8.44,2.9
2017,1,January,1,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",6.8,7.87,6.3
2017,2,February,1,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",7.8,8.25,6.4
2017,3,March,1,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",6.4,8.58,6.2
2017,4,April,1,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",5.8,7.4,6.0
2017,5,May,1,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",5.2,7.42,5.6
2017,6,June,1,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",5.0,7.23,5.8
2017,7,July,1,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",5.4,7.29,6.2
2017,8,August,1,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",5.5,7.31,6.0
2017,9,September,1,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",5.4,7.54,6.2
2017,10,October,1,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",6.1,7.46,5.8
2017,11,November,1,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",7.2,7.48,4.8
2017,12,December,1,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",9.2,7.79,6.1
2020,9,September,1,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",6.9,8.0,4.2
2020,10,October,1,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",7.4,7.9,4.2
2020,10,October,2,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",7.8,7.8,4.3
2020,11,November,2,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",8.0,8.0,4.3
2020,12,December,1,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",10.9,8.2,4.4
2021,1,January,1,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",10.2,8.3,4.1
2021,2,February,1,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",10.1,7.8,4.2
2021,4,April,2,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",7.5,8.16,4.2
2021,5,May,1,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",7.2,8.16,3.9
2021,5,May,2,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",7.5,8.1,4.1
2021,6,June,1,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",7.5,8.2,4.2
2021,7,July,1,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",5.0,8.15,4.2
2021,7,July,2,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",6.0,8.12,4.6
2021,8,August,1,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",6.0,7.92,4.2
2021,11,November,1,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",5.3,8.29,4.3
2021,12,December,1,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",8.0,8.29,4.6
2021,12,December,2,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",8.1,8.3,4.4
2023,1,January,1,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",10.1,8.09,4.4
2023,1,January,2,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",9.8,8.18,4.1
2023,3,March,1,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",8.0,8.36,4.5
2023,3,March,2,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",9.1,8.44,4.2
2023,4,April,1,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",8.0,8.41,4.6
2023,4,April,2,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",8.8,8.26,3.9
2023,5,May,1,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",7.3,8.2,4.5
2023,5,May,2,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",8.1,8.2,4.8
2023,6,June,1,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",7.0,8.48,4.6
2023,6,June,2,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",7.0,7.4,4.8
2023,7,July,1,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",5.6,7.76,5.1
2023,7,July,2,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",6.3,7.82,5.1
2023,8,August,1,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",5.6,7.62,14.8
2023,8,August,2,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",5.8,8.31,3.8
2023,9,September,1,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",6.0,8.01,3.8
2023,10,October,1,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",6.9,8.3,3.7
2023,10,October,2,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",7.6,8.38,4.4
2023,11,November,1,Uttar Pradesh,1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",7.9,8.41,4.0
2024,1,January,1,Uttar Pradesh,1068,KANPUR D/S (JAJMAU PUMPING STATION),11.2,8.41,4.2
2024,1,January,2,Uttar Pradesh,1068,KANPUR D/S (JAJMAU PUMPING STATION),10.5,8.29,3.5
2024,2,February,1,Uttar Pradesh,1068,KANPUR D/S (JAJMAU PUMPING STATION),10.4,8.34,4.0
