Actual_DO,Actual_pH,Actual_BOD,Predicted_DO,Predicted_pH,Predicted_BOD,Actual_WQI,Predicted_WQI,Actual_Category,Predicted_Category
5.5,7.58,2.3,6.589552,7.830206,2.0502148,71.21428571428571,77.088455,Good,Good
5.8,7.62,1.7,6.281233,7.858802,2.5244634,76.14285714285714,72.578804,Good,Good
5.7,7.61,2.5,6.463417,7.8710384,2.3015685,70.88571428571429,74.77466,Good,Good
5.9,7.86,1.7,6.332906,7.8720193,2.601813,75.61428571428571,72.31643,Good,Good
5.0,7.49,1.6,6.617235,7.944152,2.2645955,73.3,75.45224,Good,Good
6.0,8.03,2.9,6.324209,7.887276,2.426725,68.18571428571428,73.25809,Medium,Good
6.6,7.68,1.4,6.6681533,7.9923267,2.5339441,81.68571428571428,73.88428,Good,Good
7.3,7.9,1.7,6.939131,7.882902,1.9792687,82.44285714285714,79.03618,Good,Good
6.0,7.89,2.0,7.485684,7.940577,1.8466547,74.18571428571428,82.31745,Good,Good
6.7,8.1,1.7,6.728572,7.937907,2.2156086,78.58571428571429,76.329605,Good,Good
5.7,7.4,2.8,6.2763166,7.5531473,2.4276526,69.98571428571428,74.44504,Medium,Good
5.5,7.45,2.9,6.3245583,7.610028,2.544155,68.17142857142858,73.743454,Medium,Good
5.6,7.61,2.6,6.252927,7.6508937,2.6363227,69.78571428571428,72.65716,Medium,Good
5.4,7.27,2.6,6.357812,7.678622,2.5168262,70.24285714285713,73.779724,Good,Good
5.1,7.15,2.7,6.315303,7.686191,2.613578,68.65714285714286,72.95422,Medium,Good
5.1,7.31,2.8,6.230704,7.6574974,2.7320645,67.37142857142857,71.94328,Medium,Good
5.1,7.14,2.3,6.266605,7.672629,2.7068303,71.10000000000001,72.20935,Good,Good
6.0,7.6,2.6,6.316046,7.6430244,2.4851806,71.82857142857142,73.91333,Good,Good
6.1,7.36,2.0,6.6477704,7.690766,2.4203148,76.95714285714286,75.75654,Good,Good
6.3,7.11,2.0,6.798484,7.64096,2.0613532,79.02857142857142,78.877335,Good,Good
6.0,7.09,2.3,6.9416666,7.6361194,1.9497197,75.81428571428572,80.28379,Good,Good
6.7,7.66,2.5,6.7035146,7.6618767,2.1990707,75.67142857142858,77.48654,Good,Good
5.1,7.14,2.8,6.1699,7.61497,2.8688154,68.10000000000001,71.00102,Medium,Good
5.1,7.44,2.8,5.982689,7.613173,2.9174933,66.81428571428572,69.78061,Medium,Medium
5.5,7.24,2.7,6.01917,7.749843,2.9655454,70.27142857142857,69.08897,Good,Medium
5.4,7.64,2.8,6.0692587,7.6944,3.0844436,67.45714285714286,68.86363,Medium,Medium
5.2,7.21,2.8,6.2299833,7.7722225,2.8453763,68.3,70.768135,Medium,Good
6.1,7.12,2.9,6.029521,7.707614,3.1350315,72.58571428571429,68.30479,Good,Medium
6.2,7.29,2.7,6.2312574,7.6850095,3.2457151,73.55714285714285,68.74624,Good,Medium
5.3,7.71,2.8,6.3967075,7.6704645,2.9895387,66.65714285714286,71.17289,Medium,Good
5.4,7.14,2.8,6.3287334,7.72295,2.7017784,69.60000000000001,72.33464,Medium,Good
6.8,7.12,2.8,6.3885884,7.6970434,2.7482438,76.68571428571428,72.46615,Good,Good
7.6,7.46,2.9,7.1279116,7.7215304,2.28148,78.62857142857143,78.858406,Good,Good
7.5,7.69,2.6,7.379733,7.595161,2.4351811,78.94285714285715,79.73689,Good,Good
5.4,7.08,2.5,6.161554,7.522928,2.7620487,71.65714285714286,71.994354,Good,Good
5.2,7.21,2.7,6.0960913,7.532308,2.7843766,68.89999999999999,71.49288,Medium,Good
5.3,7.12,2.7,6.020582,7.6001277,2.9024935,69.78571428571429,70.115974,Medium,Good
5.5,7.3,2.8,5.9994493,7.652282,3.1031945,69.41428571428571,68.58259,Medium,Medium
5.2,7.13,2.7,6.1235976,7.6807947,3.0358872,69.24285714285713,69.48497,Medium,Medium
5.7,7.11,2.8,6.0142393,7.6330547,3.0611153,71.22857142857143,68.99142,Good,Medium
5.3,7.33,2.9,6.1070614,7.6254764,3.1426806,67.68571428571428,68.99861,Medium,Medium
5.5,7.79,2.8,6.1049023,7.6571198,3.0433922,67.31428571428572,69.44793,Medium,Medium
5.8,7.01,2.7,6.4459376,7.7099233,2.5979633,72.75714285714285,73.59938,Good,Good
7.0,7.06,2.7,6.6497006,7.7117085,2.4672956,78.54285714285713,75.394554,Good,Good
7.7,7.41,2.8,7.403511,7.740428,2.009039,79.94285714285714,81.790054,Good,Good
7.4,7.67,2.5,7.556074,7.64157,2.2304666,79.12857142857143,81.647995,Good,Good
5.2,7.29,2.7,7.9717636,7.17577,1.8925493,68.55714285714285,87.75023,Medium,Good
5.6,7.13,2.8,6.585354,7.3116927,2.473454,70.64285714285714,76.75022,Good,Good
5.4,7.22,2.5,6.707542,7.267195,2.5269914,71.05714285714285,77.230644,Good,Good
6.1,6.89,1.7,6.5784903,7.3319006,2.4397664,79.82857142857142,76.83143,Good,Good
5.4,7.21,2.8,7.324003,7.193222,1.807259,69.3,84.94837,Medium,Good
7.3,7.29,2.9,6.5170445,7.359092,2.5596051,77.85714285714286,75.68863,Good,Good
6.4,7.3,2.8,7.6314764,7.2566924,2.243016,73.91428571428571,83.59918,Good,Good
7.3,7.41,2.7,7.0293536,7.3143735,2.4116545,78.54285714285713,79.32953,Good,Good
7.3,7.07,2.8,7.4201975,7.3770227,2.2158551,79.4,82.190056,Good,Good
7.8,7.09,2.3,7.6504,7.203994,2.0505755,84.81428571428572,85.074295,Good,Good
7.9,7.19,2.9,8.189246,7.160776,1.6866875,81.28571428571428,90.13707,Good,Excellent
7.7,7.1,2.7,8.154177,7.140527,2.009897,81.87142857142857,88.10925,Good,Good
8.8,7.47,1.6,7.804035,7.711987,1.6564171,92.3857142857143,86.030304,Excellent,Good
7.6,7.39,1.6,7.8496356,7.7012124,1.8151144,86.72857142857143,85.3523,Good,Good
7.1,7.43,1.3,7.4907603,7.6176577,1.7530332,85.85714285714286,84.288506,Good,Good
7.3,7.79,1.2,7.1513066,7.6163177,1.7271657,85.91428571428571,82.75218,Good,Good
7.5,7.46,1.9,7.1494694,7.6484346,1.6409059,84.12857142857142,83.12291,Good,Good
8.3,7.78,2.1,7.3956895,7.559871,1.7269381,85.55714285714288,84.21738,Good,Good
7.8,7.58,1.6,7.57822,7.572892,1.6027604,86.91428571428571,85.81928,Good,Good
7.7,7.5,1.0,7.516392,7.5797195,1.6092664,90.35714285714286,85.44185,Excellent,Good
7.4,7.49,1.4,7.416646,7.554126,1.4794929,86.5,85.83145,Good,Good
7.7,7.61,1.7,7.3607674,7.525623,1.5033144,85.68571428571428,85.53129,Good,Good
9.2,7.8,1.4,7.411702,7.5302405,1.5674968,94.17142857142856,85.38107,Excellent,Good
7.6,7.48,1.2,8.178514,7.6476445,1.3923088,88.74285714285713,89.7631,Good,Good
7.6,7.31,1.7,7.4659204,7.643933,1.6529446,86.47142857142858,84.65222,Good,Good
7.8,7.3,1.8,7.692982,7.607161,1.7839978,86.91428571428573,85.158806,Good,Good
7.8,7.44,2.1,7.7334714,7.6098013,1.7657603,84.5142857142857,85.459366,Good,Good
7.6,7.77,1.8,7.6531343,7.6039305,1.8907793,83.9,84.332726,Good,Good
7.3,7.67,1.1,7.492937,7.591225,1.7226764,87.02857142857144,84.5948,Good,Good
7.6,7.68,1.4,7.2576284,7.610386,1.5716531,86.68571428571428,84.24229,Good,Good
7.8,7.95,1.7,7.4364166,7.5271153,1.5079885,84.72857142857143,85.87509,Good,Good
8.0,7.61,2.0,7.433227,7.5636883,1.5894027,85.38571428571429,85.21391,Good,Good
9.2,7.93,1.0,7.4583764,7.5174594,1.6519101,96.01428571428572,85.16274,Excellent,Good
8.9,7.36,2.0,8.131428,7.7142806,1.421555,90.95714285714286,89.06661,Excellent,Good
8.2,7.32,1.0,7.7983437,7.7509623,1.6740346,93.62857142857143,85.7291,Excellent,Good
7.6,7.45,1.4,7.5250816,7.664892,1.8245835,87.67142857142856,83.82837,Good,Good
7.2,7.55,1.5,7.4900355,7.6127973,1.6710615,84.64285714285714,84.79753,Good,Good
8.1,7.61,1.1,7.297775,7.6038566,1.6913521,91.28571428571428,83.75281,Excellent,Good
7.6,7.56,1.8,7.586347,7.6025066,1.4976335,84.8,86.36376,Good,Good
7.8,7.7,1.0,7.4392834,7.577027,1.7214762,90.0,84.39459,Excellent,Good
7.7,7.48,1.7,7.4371243,7.5925407,1.4358099,86.24285714285713,86.0313,Good,Good
7.7,7.48,1.7,7.444898,7.556636,1.6511921,86.24285714285713,84.93176,Good,Good
7.5,7.44,1.8,7.4439993,7.5444865,1.6240323,84.81428571428572,85.142296,Good,Good
7.5,7.8,1.3,7.376757,7.497313,1.6385719,86.27142857142857,84.92101,Good,Good
8.9,7.91,1.5,7.2891946,7.556279,1.4726572,91.6,85.22598,Excellent,Good
8.0,7.34,1.1,7.8969855,7.630373,1.4044621,91.94285714285715,88.35656,Excellent,Good
7.7,7.54,1.0,7.2755456,7.6508036,1.592325,90.18571428571428,84.03462,Excellent,Good
7.0,7.44,2.0,7.419761,7.6193924,1.5187974,81.11428571428571,85.33148,Good,Good
7.6,7.52,1.6,7.2333193,7.5770497,1.880972,86.17142857142858,82.4077,Good,Good
7.1,7.48,2.0,7.429744,7.58317,1.7013066,81.44285714285714,84.44158,Good,Good
7.6,7.92,2.4,7.2557983,7.574042,1.8626739,79.65714285714284,82.64277,Good,Good
8.1,7.58,1.6,7.2896776,7.5768948,1.7643687,88.41428571428571,83.38977,Good,Good
7.6,7.98,1.0,7.6361027,7.563602,1.5895386,87.8,86.22785,Good,Good
7.5,7.88,1.0,7.324328,7.681461,1.4899371,87.72857142857143,84.761475,Good,Good
7.5,7.51,1.7,7.213988,7.641745,1.470722,85.11428571428571,84.49528,Good,Good
7.3,7.77,1.3,7.360464,7.550987,1.632216,85.4,84.64765,Good,Good
9.8,7.55,1.0,7.1517158,7.599961,1.5391572,100.0,83.95238,Excellent,Good
8.4,7.34,1.0,8.372898,7.5421634,1.2402673,94.54285714285714,92.099335,Excellent,Excellent
7.6,7.73,1.0,7.613572,7.6072116,1.4194179,88.87142857142857,86.94902,Good,Good
7.2,7.41,1.2,7.5054936,7.605446,1.3908861,87.04285714285713,86.58739,Good,Good
7.9,7.41,1.9,7.3088717,7.563369,1.5129099,86.34285714285713,85.05246,Good,Good
7.1,7.31,2.5,7.53963,7.5596237,1.6635538,79.17142857142858,85.31844,Good,Good
7.9,7.69,2.0,7.099233,7.5583563,1.9398298,84.54285714285714,81.46423,Good,Good
7.5,7.62,1.4,7.5091457,7.5361276,1.6408316,86.44285714285714,85.403046,Good,Good
7.8,7.75,1.8,7.422266,7.5051346,1.4877255,84.9857142857143,86.02012,Good,Good
7.6,7.85,1.6,7.4542284,7.525507,1.5887005,84.75714285714287,85.48677,Good,Good
7.9,7.52,1.9,7.392188,7.5556073,1.5944496,85.87142857142857,85.01307,Good,Good
7.3,7.9,1.0,7.4569726,7.508739,1.6006765,86.64285714285714,85.500496,Good,Good
8.8,7.77,1.1,7.179459,7.6009707,1.5042202,94.1,84.29639,Excellent,Good
8.8,7.35,1.9,7.7665873,7.5857143,1.4064721,91.1,87.88391,Excellent,Good
7.7,7.94,2.8,8.643593,8.241252,2.6426964,77.67142857142858,82.04214,Good,Good
7.6,8.22,2.6,8.049772,8.082976,2.785669,77.17142857142856,78.893524,Good,Good
7.2,7.94,2.8,8.121637,8.1907,2.7111025,75.17142857142858,79.23857,Good,Good
7.5,7.92,2.6,7.578527,8.048686,2.8615453,77.95714285714286,76.229,Good,Good
7.3,7.88,2.7,7.897381,8.0622225,2.7049727,76.52857142857142,78.70469,Good,Good
7.8,8.12,2.5,7.642253,8.010936,2.8025155,79.2,77.06359,Good,Good
7.9,8.1,2.4,8.247876,8.1669,2.6241329,80.38571428571429,80.49358,Good,Good
8.2,8.18,2.3,8.338251,8.167701,2.5591025,82.14285714285714,81.332214,Good,Good
8.6,8.19,2.4,8.666398,8.232103,2.4549356,83.5,83.32194,Good,Good
8.6,8.19,2.4,9.004471,8.269397,2.4249067,83.5,85.032646,Good,Good
7.4,8.06,3.5,6.4560027,7.8342505,3.69902,71.45714285714286,66.51054,Good,Medium
7.2,7.82,3.7,7.395027,7.986397,3.5294614,70.28571428571428,71.57095,Good,Good
6.8,8.22,3.8,7.047365,7.8651056,3.687796,65.97142857142856,69.40246,Medium,Medium
6.6,7.88,4.0,7.006075,8.078641,3.6833482,65.22857142857143,68.30754,Medium,Medium
6.8,7.85,3.7,6.560217,7.872459,3.7627883,68.15714285714286,66.485245,Medium,Medium
6.7,7.81,3.8,6.690796,7.8729706,3.6432168,67.22857142857143,67.85338,Medium,Medium
7.0,7.96,3.6,6.597556,7.8595653,3.6921947,69.28571428571429,67.150764,Medium,Medium
7.2,8.0,3.5,6.935508,7.941534,3.5783179,70.71428571428572,69.172485,Good,Medium
7.5,8.05,3.4,7.188358,7.9838095,3.5106478,72.6,70.661575,Good,Good
7.9,7.95,3.6,7.5763135,8.039475,3.4068286,73.82857142857144,72.9857,Good,Good
7.8,8.16,2.5,7.8236127,8.056242,2.9311295,79.02857142857142,77.00454,Good,Good
7.4,8.14,2.7,8.2096615,8.157844,2.7134664,75.91428571428571,79.80532,Good,Good
7.9,8.19,2.5,7.840554,8.119278,2.8338687,79.4,77.40266,Good,Good
8.1,8.18,2.6,8.357474,8.203068,2.674987,79.84285714285713,80.58145,Good,Good
8.0,8.12,2.6,8.545115,8.226607,2.6645327,79.6,81.48149,Good,Good
8.0,8.2,2.6,8.440129,8.198688,2.6474154,79.25714285714287,81.178925,Good,Good
7.9,8.11,2.5,8.505052,8.238969,2.636797,79.74285714285715,81.394615,Good,Good
8.1,8.14,2.5,8.413724,8.203626,2.5840702,80.61428571428571,81.40581,Good,Good
8.2,8.19,2.4,8.60433,8.229909,2.5532832,81.5,82.43091,Good,Good
8.7,8.24,2.4,8.741214,8.259187,2.4913192,83.78571428571428,83.36164,Good,Good
9.0,8.33,2.5,9.153313,8.302693,2.4391751,84.3,85.548546,Good,Good
8.9,8.27,2.5,9.321311,8.324156,2.4739618,84.05714285714285,86.08783,Good,Good
7.9,7.17,2.1,8.162713,7.1720257,2.1745503,86.17142857142858,87.02901,Good,Good
8.3,7.22,2.1,8.71796,7.148161,1.7936199,87.95714285714286,92.19311,Good,Excellent
8.3,7.21,2.0,8.968132,7.1666813,1.7305212,88.60000000000001,93.74319,Good,Excellent
8.1,7.36,1.5,8.871163,7.122195,1.6751378,89.95714285714286,93.781296,Good,Excellent
8.2,7.31,1.6,8.609943,7.1845117,1.5459746,90.07142857142858,92.98311,Excellent,Excellent
8.5,7.21,1.4,8.624057,7.166738,1.5366168,93.19999999999999,93.18599,Excellent,Excellent
8.3,7.55,1.5,8.728052,7.1457996,1.4434596,90.14285714285715,94.35465,Excellent,Excellent
8.2,7.58,1.7,8.328297,7.3063097,1.4858177,88.3142857142857,91.41382,Good,Excellent
8.6,7.29,1.4,8.167716,7.3314376,1.5677562,93.35714285714285,90.0116,Excellent,Excellent
8.4,7.15,1.6,8.594535,7.205031,1.3631021,91.75714285714287,93.91536,Excellent,Excellent
8.3,7.31,1.5,8.541004,7.150926,1.4239416,91.17142857142858,93.51455,Excellent,Excellent
8.6,7.21,1.1,8.439928,7.211421,1.4191034,95.5,92.77893,Excellent,Excellent
8.0,7.28,2.0,8.221454,7.136922,2.1081321,86.8,87.87167,Good,Good
8.4,7.25,1.9,8.781962,7.16185,1.7840961,89.52857142857142,92.5116,Good,Excellent
8.5,7.19,1.9,8.9611635,7.150964,1.6624589,90.28571428571428,94.184074,Excellent,Excellent
8.2,7.3,1.4,8.906556,7.111804,1.6318963,91.31428571428572,94.26225,Excellent,Excellent
8.3,7.27,1.4,8.667173,7.162343,1.5119574,91.94285714285715,93.56837,Excellent,Excellent
8.2,7.28,1.6,8.671338,7.1576285,1.4834112,90.19999999999999,93.78067,Excellent,Excellent
8.6,7.25,1.3,8.613198,7.153792,1.5372491,94.12857142857143,93.18339,Excellent,Excellent
8.4,7.28,1.5,8.671157,7.153217,1.4044075,91.8,94.2727,Excellent,Excellent
8.9,7.25,1.3,8.592573,7.154791,1.4601748,95.62857142857143,93.53844,Excellent,Excellent
8.8,7.19,1.4,8.777108,7.1507554,1.3763664,94.78571428571428,94.98125,Excellent,Excellent
8.7,7.26,1.3,8.738868,7.1306,1.4124758,94.58571428571429,94.659775,Excellent,Excellent
9.0,7.26,1.3,8.678409,7.15882,1.3870847,96.08571428571429,94.38888,Excellent,Excellent
9.4,7.6,1.5,8.894033,7.750214,1.6296883,95.42857142857143,91.47683,Excellent,Excellent
9.8,7.8,1.6,9.295871,7.761697,1.4843702,95.97142857142859,94.30872,Excellent,Excellent
9.7,7.8,1.5,9.439977,7.807532,1.4540677,96.07142857142857,95.01463,Excellent,Excellent
9.6,7.9,1.6,9.421306,7.807946,1.4049757,94.54285714285714,95.21405,Excellent,Excellent
8.9,7.4,1.3,9.369286,7.840051,1.4082661,94.98571428571428,94.796616,Excellent,Excellent
8.7,7.6,1.4,9.247894,7.684098,1.3362875,92.52857142857142,95.2899,Excellent,Excellent
8.7,7.9,1.2,9.021279,7.7638655,1.4162402,92.44285714285714,93.33525,Excellent,Excellent
9.3,7.8,1.3,8.939474,7.824232,1.3281235,95.27142857142859,93.196205,Excellent,Excellent
8.8,7.7,1.1,9.203018,7.8009048,1.324029,94.4,94.63847,Excellent,Excellent
9.2,7.9,1.2,9.002397,7.783259,1.2903364,94.94285714285714,93.91315,Excellent,Excellent
10.0,7.9,1.3,9.139323,7.8206105,1.2892587,98.34285714285714,94.44417,Excellent,Excellent
10.2,7.7,1.3,9.547762,7.7943826,1.2347174,100.0,96.92601,Excellent,Excellent
7.7,8.01,3.3,7.7104497,8.142997,3.2331843,74.37142857142858,74.25459,Good,Good
7.9,7.97,3.2,7.861885,8.057911,3.1569483,76.14285714285714,75.83383,Good,Good
8.5,8.07,2.9,8.060784,8.075632,3.178784,80.5142857142857,76.62137,Good,Good
7.9,8.11,3.3,8.636424,8.160159,2.9424272,74.94285714285715,80.55545,Good,Good
8.2,8.06,3.2,8.021131,8.098986,3.2643714,77.25714285714285,75.80949,Good,Good
8.3,8.08,3.1,8.280611,8.097009,3.2119927,78.27142857142859,77.429634,Good,Good
8.4,8.04,2.7,8.426003,8.117135,3.1340272,81.34285714285714,78.53813,Good,Good
8.3,8.14,2.8,8.653539,8.14155,2.8477345,79.81428571428572,81.28894,Good,Good
8.7,8.16,2.4,8.592241,8.1729555,2.8981419,84.12857142857142,80.54541,Good,Good
9.2,8.09,2.1,9.015268,8.230832,2.6272597,88.72857142857143,84.037796,Good,Good
9.5,8.14,2.3,9.171365,8.20634,2.376802,88.81428571428572,86.42599,Good,Good
10.0,8.09,2.0,9.247179,8.22198,2.5002124,93.32857142857142,85.99757,Excellent,Good
7.3,7.39,2.4,6.812899,7.5779815,2.2702055,80.42857142857142,77.9662,Good,Good
5.7,7.25,2.7,7.7549,7.7682858,2.1614277,71.22857142857143,82.51328,Good,Good
5.6,7.07,2.7,6.287002,7.5523615,2.767529,71.5,72.46258,Good,Good
6.5,6.77,2.5,6.1808376,7.565606,2.881686,76.5142857142857,71.19005,Good,Good
6.8,7.21,2.7,6.9490204,7.865382,2.395371,76.89999999999999,76.6641,Good,Good
6.8,7.17,2.8,6.964839,7.725084,2.5552378,76.47142857142858,76.38527,Good,Good
6.7,7.17,2.1,6.8675184,7.74059,2.676314,80.17142857142858,75.10575,Good,Good
7.4,7.53,2.5,7.291504,7.41324,1.9004118,79.72857142857143,83.28403,Good,Good
6.1,7.11,2.9,7.3739986,7.5061345,2.2020776,72.62857142857143,81.48838,Good,Good
7.5,7.19,2.7,6.4975805,7.4626946,2.6091726,80.48571428571428,74.84989,Good,Good
7.9,7.07,2.8,7.691094,7.2750273,2.0708907,82.4,84.85144,Good,Good
7.2,7.1,1.8,8.082503,7.1321025,1.9292097,84.77142857142857,88.27111,Good,Good
5.4,7.33,2.7,6.5247746,7.489065,2.7942102,69.38571428571429,73.76262,Medium,Good
5.4,7.08,2.7,6.2863865,7.509299,2.6731176,70.45714285714286,73.210526,Good,Good
5.1,6.82,2.8,6.224436,7.4770203,2.8115768,67.92857142857143,72.20835,Medium,Good
6.7,6.88,2.2,6.103684,7.498593,2.9516788,79.78571428571428,70.671524,Good,Good
6.9,7.09,2.9,6.822105,7.565217,2.2248852,76.71428571428572,78.33886,Good,Good
6.2,7.17,2.8,6.812909,7.712659,2.860281,73.47142857142858,73.84861,Good,Good
5.3,7.09,2.9,6.4758053,7.542285,2.7617064,68.71428571428572,73.48471,Medium,Good
7.2,7.19,2.3,6.422248,7.428908,2.6289523,81.38571428571429,74.49935,Good,Good
7.1,7.37,2.4,7.6388392,7.344611,1.7673726,79.5142857142857,86.11305,Good,Good
7.7,7.11,2.1,7.407445,7.404506,2.0010896,85.42857142857142,83.2971,Good,Good
8.4,7.2,2.8,7.9658957,7.257097,1.5717103,84.34285714285714,89.29738,Good,Good
8.1,7.14,2.8,8.634443,7.1052465,1.8114417,83.10000000000001,91.85251,Good,Excellent
7.5,7.5,1.6,7.142129,7.633841,2.0737593,85.75714285714287,80.551636,Good,Good
7.8,7.62,1.4,7.337827,7.67184,2.0960329,87.94285714285714,81.23363,Good,Good
7.0,7.44,2.2,7.4533734,7.6687045,1.9640863,79.91428571428571,82.61648,Good,Good
7.5,7.5,1.7,7.340677,7.6342926,2.1916676,85.15714285714286,80.83498,Good,Good
7.6,7.77,1.1,7.430911,7.7024775,2.062958,88.1,81.76619,Good,Good
7.1,7.75,2.2,6.989256,7.6418943,1.8048301,79.08571428571429,81.366325,Good,Good
7.8,7.42,1.6,7.2300744,7.5078697,1.7538525,87.6,83.450676,Good,Good
8.3,8.1,1.8,7.511505,7.4864554,1.507052,85.9857142857143,86.430405,Good,Good
8.0,7.59,2.2,7.6043673,7.6409917,1.5720534,84.27142857142857,85.84241,Good,Good
7.6,7.95,1.4,7.4741135,7.559385,1.7850277,85.52857142857142,84.26304,Good,Good
8.2,8.13,1.4,7.3509693,7.633071,1.5987587,87.75714285714285,84.449135,Good,Good
7.6,7.46,1.0,7.5775547,7.6651926,1.7486104,90.02857142857142,84.54529,Excellent,Good
7.2,7.91,1.6,7.4130464,7.660912,1.6480274,82.5,84.34459,Good,Good
7.6,7.68,1.4,7.2168565,7.6638417,1.7269965,86.68571428571428,82.87727,Good,Good
7.1,7.64,1.0,7.4246097,7.6687303,1.6969603,86.75714285714285,84.0753,Good,Good
7.2,7.74,2.4,7.056966,7.661407,1.668823,78.42857142857143,82.437294,Good,Good
7.4,7.59,1.5,7.224181,7.5932064,1.8504995,85.47142857142858,82.4756,Good,Good
7.4,7.7,2.5,7.339934,7.6063914,1.6675491,79.0,84.09556,Good,Good
7.4,7.82,1.7,7.1899204,7.570516,1.8357939,83.28571428571428,82.48978,Good,Good
6.2,7.29,1.5,7.298033,7.5767612,1.6093454,80.75714285714285,84.36226,Good,Good
7.6,7.22,2.8,6.631207,7.5424147,1.760131,80.25714285714285,80.27062,Good,Good
7.9,7.48,2.1,6.9778557,7.5699086,1.9724324,84.84285714285713,80.61222,Good,Good
7.8,7.62,1.5,6.9593687,7.7109876,1.8726884,87.34285714285714,80.513626,Good,Good
6.7,7.68,1.0,7.557799,7.6854296,1.7225289,84.58571428571429,84.516266,Good,Good
7.4,7.8,1.7,6.8329873,7.733578,1.8753092,83.37142857142857,79.76918,Good,Good
7.1,7.66,1.3,7.4192076,7.698701,1.7349447,84.87142857142857,83.69194,Good,Good
7.8,7.51,1.8,7.0659285,7.708374,1.8161732,86.01428571428572,81.39671,Good,Good
7.7,7.61,1.5,7.509987,7.6435976,1.7636107,86.88571428571429,84.20999,Good,Good
7.3,7.75,1.3,7.4194393,7.6032686,1.6015341,85.4857142857143,84.90255,Good,Good
7.1,7.71,1.8,7.1354356,7.6086817,1.5470123,81.65714285714286,83.786476,Good,Good
7.3,7.68,2.5,7.1529703,7.561773,1.609618,78.58571428571429,83.699554,Good,Good
7.7,7.46,2.3,7.080421,7.5343766,1.7928402,82.72857142857143,82.35488,Good,Good
7.4,7.85,1.4,7.391479,7.5302434,1.6025454,84.95714285714286,85.06965,Good,Good
7.2,7.51,1.4,7.3127723,7.57637,1.5802175,85.41428571428571,84.6124,Good,Good
7.0,7.69,1.4,7.246309,7.558457,1.5848088,83.64285714285714,84.32931,Good,Good
7.4,7.35,1.7,7.1004767,7.58988,1.6074917,85.3,83.32938,Good,Good
7.9,7.47,1.1,7.3573093,7.549214,1.6735598,90.8857142857143,84.39142,Excellent,Good
8.1,7.72,2.2,7.4417973,7.5339093,1.4785008,84.21428571428571,86.049805,Good,Good
7.6,7.75,1.4,7.360213,7.499807,1.582013,86.38571428571429,85.16696,Good,Good
8.1,7.84,2.0,7.3367796,7.5395308,1.4936354,84.9,85.40981,Good,Good
7.7,7.37,1.3,7.3537397,7.5442176,1.5345294,89.11428571428571,85.229164,Good,Good
7.4,7.86,1.2,7.415215,7.50603,1.4888725,86.11428571428571,85.974144,Good,Good
8.7,7.86,1.2,7.18075,7.597117,1.4981554,92.61428571428571,84.35575,Excellent,Good
8.5,7.38,1.5,7.7450447,7.6346765,1.4217372,91.87142857142857,87.47476,Excellent,Good
8.2,7.46,1.5,7.6927285,7.6774707,1.6519244,90.02857142857142,85.64865,Excellent,Good
8.1,7.4,1.3,7.761471,7.7077923,1.8577852,90.98571428571428,84.62724,Excellent,Good
7.8,7.57,1.8,7.6850553,7.6953497,1.8665323,85.75714285714285,84.24601,Good,Good
7.4,7.41,1.4,7.6387978,7.6712794,1.866002,86.84285714285713,84.12106,Good,Good
7.8,7.49,1.9,7.413253,7.6742454,1.8784552,85.5,82.905914,Good,Good
7.5,7.59,1.1,7.627592,7.653344,1.8713064,88.37142857142857,84.110085,Good,Good
7.1,7.72,2.0,7.308574,7.517853,1.4078116,80.41428571428571,85.87663,Good,Good
7.4,7.45,1.7,7.2220044,7.5167503,1.6620843,84.87142857142857,83.922874,Good,Good
8.3,8.23,1.4,7.3590565,7.4999843,1.5908263,87.82857142857142,85.10754,Good,Good
7.7,7.61,1.7,7.756391,7.742412,1.4644587,85.68571428571428,86.81344,Good,Good
8.0,7.92,1.2,7.413049,7.5768747,1.6573235,88.85714285714285,84.64899,Good,Good
8.3,7.69,1.0,7.4890113,7.6336474,1.4825722,92.54285714285714,85.834,Excellent,Good
9.2,7.71,1.3,9.29351,7.8746257,1.2031183,95.15714285714286,95.50046,Excellent,Excellent
9.2,7.83,1.2,9.311399,7.8351974,1.2183454,95.24285714285713,95.66751,Excellent,Excellent
9.3,7.78,1.4,9.332395,7.8582125,1.1732287,94.75714285714287,95.94455,Excellent,Excellent
9.3,7.8,1.2,9.359061,7.8445168,1.2145765,95.87142857142858,95.88849,Excellent,Excellent
9.4,7.84,1.3,9.403002,7.8382707,1.1421664,95.60000000000001,96.56943,Excellent,Excellent
9.4,7.86,1.2,9.436632,7.845314,1.1545707,96.11428571428571,96.63297,Excellent,Excellent
9.3,7.9,1.3,9.456233,7.844741,1.1191775,94.84285714285716,96.945786,Excellent,Excellent
9.4,7.87,1.2,9.3845825,7.864281,1.1655287,96.07142857142857,96.22568,Excellent,Excellent
9.4,7.97,1.3,9.450214,7.8474345,1.1233795,95.04285714285714,96.87894,Excellent,Excellent
9.4,7.96,1.3,9.422192,7.876732,1.1621428,95.08571428571429,96.380684,Excellent,Excellent
9.4,7.91,1.2,9.413374,7.8770494,1.1727675,95.89999999999999,96.271484,Excellent,Excellent
9.4,7.96,1.2,9.432153,7.863291,1.1469623,95.68571428571428,96.57917,Excellent,Excellent
9.3,7.53,2.8,8.537001,7.9902277,2.0494757,87.42857142857143,86.144325,Good,Good
