Actual_DO,Actual_pH,Actual_BOD,Pred_DO,Pred_pH,Pred_BOD,Actual_WQI,Predicted_WQI,Actual_Class,Predicted_Class
9.2,7.8,1.2,9.166882,7.8131013,1.2981551,100.0,100.0,Excellent,Excellent
9.6,8.12,1.2,9.354553,7.7797337,1.1853513,100.0,100.0,Excellent,Excellent
9.8,8.15,1.0,9.332054,7.8298497,1.2320521,100.0,100.0,Excellent,Excellent
9.8,7.64,1.0,9.365536,7.8320575,1.2061427,100.0,100.0,Excellent,Excellent
9.4,7.87,1.0,9.704812,7.7282066,1.0707122,100.0,100.0,Excellent,Excellent
9.2,8.24,1.2,9.349037,7.7984924,1.1780108,100.0,100.0,Excellent,Excellent
9.6,7.9,1.0,8.933782,7.8409314,1.3587403,100.0,100.0,Excellent,Excellent
10.4,7.63,1.0,9.354493,7.808116,1.2133782,100.0,100.0,Excellent,Excellent
10.4,7.16,1.0,9.92738,7.7014346,1.0489901,100.0,100.0,Excellent,Excellent
9.8,7.78,1.0,9.946869,7.539379,1.0037566,100.0,100.0,Excellent,Excellent
9.8,7.9,1.0,9.806424,7.782529,1.0053576,100.0,100.0,Excellent,Excellent
9.8,7.25,1.0,9.798028,7.8138814,1.003626,100.0,100.0,Excellent,Excellent
9.6,7.62,1.0,9.787271,7.599592,1.0175681,100.0,100.0,Excellent,Excellent
10.8,7.3,1.0,9.794888,7.739738,0.99519753,100.0,100.0,Excellent,Excellent
10.6,7.51,1.0,10.135589,7.5748067,0.9608979,100.0,100.0,Excellent,Excellent
10.2,7.49,1.0,10.13923,7.64077,0.93903065,100.0,100.0,Excellent,Excellent
9.6,7.21,1.0,10.033762,7.647338,0.9473717,100.0,100.0,Excellent,Excellent
10.2,7.29,1.0,9.762197,7.571297,1.001761,100.0,100.0,Excellent,Excellent
9.6,7.32,1.0,10.009692,7.56477,0.9519695,100.0,100.0,Excellent,Excellent
10.0,7.43,1.0,9.811648,7.576577,0.9757874,100.0,100.0,Excellent,Excellent
9.6,7.35,1.0,9.973505,7.5988317,0.94992256,100.0,100.0,Excellent,Excellent
9.4,7.26,1.0,9.793754,7.580999,0.9728949,100.0,100.0,Excellent,Excellent
9.6,7.3,1.0,9.684684,7.539057,1.0005704,100.0,100.0,Excellent,Excellent
9.4,7.1,1.0,9.741336,7.5017657,0.9994663,100.0,100.0,Excellent,Excellent
9.8,8.1,1.0,9.609645,7.4307346,1.0436933,100.0,100.0,Excellent,Excellent
9.8,7.69,1.0,9.826799,7.779705,1.0193274,100.0,100.0,Excellent,Excellent
9.6,7.97,1.0,9.847516,7.696293,0.9797913,100.0,100.0,Excellent,Excellent
9.8,8.31,1.0,9.706116,7.7800703,1.0096765,100.0,100.0,Excellent,Excellent
10.4,7.24,1.0,9.588508,7.8298388,1.0695635,100.0,100.0,Excellent,Excellent
10.2,7.3,1.0,10.009976,7.55751,0.9821671,100.0,100.0,Excellent,Excellent
10.4,7.9,1.0,9.944899,7.579892,0.98641765,100.0,100.0,Excellent,Excellent
10.6,7.14,1.0,10.007732,7.7626796,0.98766303,100.0,100.0,Excellent,Excellent
10.8,7.36,1.0,10.071874,7.536753,0.98140943,100.0,100.0,Excellent,Excellent
10.2,8.1,1.0,10.179923,7.5912714,0.97204304,100.0,100.0,Excellent,Excellent
10.4,7.29,1.0,9.928098,7.8187766,1.0215297,100.0,100.0,Excellent,Excellent
10.4,7.6,1.0,10.062903,7.592618,0.9841279,100.0,100.0,Excellent,Excellent
10.6,8.2,1.0,10.139761,7.6969867,0.96724224,100.0,100.0,Excellent,Excellent
10.4,8.1,1.0,10.11691,7.8336487,0.9992553,100.0,100.0,Excellent,Excellent
10.0,7.3,1.0,10.067594,7.823539,1.0010811,100.0,100.0,Excellent,Excellent
9.8,8.45,1.0,9.997058,7.628197,1.0149909,100.0,100.0,Excellent,Excellent
10.0,7.97,1.0,9.739862,7.880176,1.0781912,100.0,100.0,Excellent,Excellent
9.6,7.4,1.0,9.923927,7.8147273,1.0129896,100.0,100.0,Excellent,Excellent
9.2,7.8,1.0,9.864797,7.683797,1.0370764,100.0,100.0,Excellent,Excellent
9.4,7.6,1.0,9.66246,7.811846,1.0357139,100.0,100.0,Excellent,Excellent
9.2,8.1,1.0,9.741932,7.7577243,1.0414213,100.0,100.0,Excellent,Excellent
9.6,8.03,1.0,9.458968,7.854943,1.0788866,100.0,100.0,Excellent,Excellent
9.8,7.9,1.0,9.646711,7.8377824,1.0431392,100.0,100.0,Excellent,Excellent
9.8,8.35,1.0,9.717905,7.815061,1.0468613,100.0,100.0,Excellent,Excellent
9.8,8.35,1.0,9.52905,7.8796773,1.0902367,100.0,100.0,Excellent,Excellent
10.0,7.92,1.0,9.530361,7.879194,1.0833659,100.0,100.0,Excellent,Excellent
10.2,7.76,1.0,9.733479,7.8099494,1.0554273,100.0,100.0,Excellent,Excellent
10.4,7.91,1.0,9.789144,7.7678924,1.0755576,100.0,100.0,Excellent,Excellent
10.2,7.98,1.0,9.925383,7.7897573,1.010298,100.0,100.0,Excellent,Excellent
10.6,7.55,1.0,9.843365,7.8141117,1.0185667,100.0,100.0,Excellent,Excellent
10.8,7.46,1.0,10.024494,7.6895347,1.0209813,100.0,100.0,Excellent,Excellent
10.4,7.46,1.0,10.12051,7.6481843,1.0048281,100.0,100.0,Excellent,Excellent
10.6,7.57,1.0,10.031961,7.662061,1.0079718,100.0,100.0,Excellent,Excellent
10.2,7.57,1.0,10.134163,7.690653,0.98655534,100.0,100.0,Excellent,Excellent
10.4,7.49,1.0,10.057559,7.707922,0.98360276,100.0,100.0,Excellent,Excellent
10.0,7.4,1.1,10.113834,7.6705065,0.9782938,100.0,100.0,Excellent,Excellent
9.8,7.49,1.2,10.019909,7.645877,0.99237263,100.0,100.0,Excellent,Excellent
9.8,7.56,1.2,9.981353,7.677561,1.0110656,100.0,100.0,Excellent,Excellent
9.6,7.45,1.2,9.989071,7.70026,1.0124774,100.0,100.0,Excellent,Excellent
9.8,7.72,1.0,9.886094,7.6538467,1.0294102,100.0,100.0,Excellent,Excellent
9.6,7.55,1.0,9.972805,7.7450843,0.9625193,100.0,100.0,Excellent,Excellent
9.7,7.66,1.0,9.891644,7.6769524,0.9649539,100.0,100.0,Excellent,Excellent
8.0,7.52,1.0,9.914713,7.7178974,0.95926297,100.0,100.0,Excellent,Excellent
10.0,7.6,1.0,8.981235,7.6963935,1.0981286,100.0,100.0,Excellent,Excellent
8.8,7.53,1.0,9.835106,7.6736503,0.9523591,100.0,100.0,Excellent,Excellent
9.8,7.86,1.0,9.28933,7.686227,1.0363271,100.0,100.0,Excellent,Excellent
9.6,7.81,1.0,9.659781,7.769229,0.9726919,100.0,100.0,Excellent,Excellent
9.8,7.94,1.0,9.52675,7.7649155,0.99079406,100.0,100.0,Excellent,Excellent
9.9,7.83,1.0,9.55545,7.7960687,0.99882865,100.0,100.0,Excellent,Excellent
10.1,8.02,1.0,9.590348,7.769543,1.0007274,100.0,100.0,Excellent,Excellent
9.9,7.93,1.0,9.589389,7.8118696,1.0177965,100.0,100.0,Excellent,Excellent
10.2,8.19,1.0,9.483221,7.80269,1.041651,100.0,100.0,Excellent,Excellent
10.1,7.94,1.0,9.459259,7.851395,1.0632724,100.0,100.0,Excellent,Excellent
9.6,7.5,1.0,9.672729,7.712878,1.0036093,100.0,100.0,Excellent,Excellent
9.0,7.7,1.0,9.591897,7.684077,1.0104,100.0,100.0,Excellent,Excellent
9.6,7.3,1.2,9.375953,7.7784667,1.0162122,100.0,100.0,Excellent,Excellent
10.4,7.9,1.0,9.597686,7.5925674,1.0552652,100.0,100.0,Excellent,Excellent
9.2,7.6,1.0,9.943499,7.767984,0.964746,100.0,100.0,Excellent,Excellent
9.8,7.75,1.0,9.50591,7.7511425,1.0429187,100.0,100.0,Excellent,Excellent
9.6,8.2,1.4,9.762312,7.758292,0.9882499,100.0,100.0,Excellent,Excellent
9.4,8.33,1.2,9.5246525,7.8724875,1.1336645,100.0,100.0,Excellent,Excellent
10.0,8.33,1.0,9.381297,7.882291,1.1318313,100.0,100.0,Excellent,Excellent
9.6,7.36,1.2,9.644753,7.872428,1.0581456,100.0,100.0,Excellent,Excellent
9.4,8.22,1.2,9.705807,7.656791,1.1326652,100.0,100.0,Excellent,Excellent
9.0,8.0,1.2,9.410462,7.8706927,1.1474693,100.0,100.0,Excellent,Excellent
9.8,7.9,1.0,9.266756,7.8607864,1.1941812,100.0,100.0,Excellent,Excellent
9.4,7.85,1.4,9.654639,7.8124633,1.0741041,100.0,100.0,Excellent,Excellent
9.6,8.27,1.2,9.4732,7.847637,1.2471251,100.0,100.0,Excellent,Excellent
9.4,7.92,1.2,9.421728,7.8949957,1.1872442,100.0,100.0,Excellent,Excellent
9.2,7.43,1.2,9.354463,7.867897,1.2450321,100.0,100.0,Excellent,Excellent
9.6,7.1,1.2,9.279064,7.750067,1.3264115,100.0,100.0,Excellent,Excellent
8.2,7.8,1.0,9.646812,7.544272,1.1606152,100.0,100.0,Excellent,Excellent
9.4,7.9,1.5,8.4524555,7.8432856,1.3607582,100.0,100.0,Excellent,Excellent
10.2,7.5,1.0,9.280061,7.857314,1.2974801,100.0,100.0,Excellent,Excellent
10.0,7.2,1.0,9.766507,7.6585927,1.0448661,100.0,100.0,Excellent,Excellent
10.3,8.0,1.0,9.694233,7.56067,1.0465295,100.0,100.0,Excellent,Excellent
9.0,8.0,1.4,9.835757,7.8031282,1.0247321,100.0,100.0,Excellent,Excellent
10.0,8.2,1.0,9.259453,7.853439,1.2210455,100.0,100.0,Excellent,Excellent
9.5,8.1,1.0,9.6164465,7.8543463,1.0825619,100.0,100.0,Excellent,Excellent
10.0,8.1,1.2,9.408308,7.8503556,1.1056652,100.0,100.0,Excellent,Excellent
9.8,7.7,1.0,9.658308,7.842564,1.1029147,100.0,100.0,Excellent,Excellent
9.6,7.2,1.6,9.655188,7.75881,1.0617921,100.0,100.0,Excellent,Excellent
9.0,7.9,1.5,9.682456,7.535023,1.2334819,100.0,100.0,Excellent,Excellent
8.2,7.2,1.9,9.261782,7.854718,1.3125563,100.0,100.0,Excellent,Excellent
8.0,7.1,1.6,8.650692,7.602224,1.6181078,100.0,100.0,Excellent,Excellent
8.8,7.2,1.8,8.55427,7.57826,1.5202682,100.0,100.0,Excellent,Excellent
8.2,7.7,2.0,9.034279,7.5766673,1.540476,100.0,100.0,Excellent,Excellent
7.8,7.6,2.0,8.263805,7.682267,1.7707956,92.0,100.0,Excellent,Excellent
8.8,8.3,1.2,7.8956885,7.644097,1.8832946,100.0,92.0,Excellent,Excellent
8.5,7.1,1.0,8.31682,7.7815056,1.5965061,100.0,100.0,Excellent,Excellent
8.1,7.8,1.6,8.279536,7.5751185,1.5804925,100.0,100.0,Excellent,Excellent
9.1,7.6,1.6,8.08644,7.6734753,1.6306602,100.0,100.0,Excellent,Excellent
8.9,7.6,2.4,8.732638,7.6734385,1.4927692,94.0,100.0,Excellent,Excellent
8.2,8.0,1.6,8.358326,7.5792913,1.8180261,100.0,100.0,Excellent,Excellent
10.3,8.21,1.6,8.0806465,7.6792603,1.6110396,100.0,100.0,Excellent,Excellent
9.7,8.19,1.2,9.247904,7.7831907,1.499169,100.0,100.0,Excellent,Excellent
9.8,8.12,1.5,8.809963,7.8220844,1.5134962,100.0,100.0,Excellent,Excellent
10.0,8.27,1.8,8.987976,7.838799,1.5491585,100.0,100.0,Excellent,Excellent
8.9,7.9,2.0,9.072441,7.8508534,1.5661184,100.0,100.0,Excellent,Excellent
9.6,7.7,1.2,8.519634,7.7876263,1.7906576,100.0,100.0,Excellent,Excellent
9.2,8.16,2.0,8.815959,7.7573357,1.7131269,100.0,100.0,Excellent,Excellent
8.8,7.32,1.2,8.905689,7.8328204,1.6869156,100.0,100.0,Excellent,Excellent
9.0,8.12,1.6,8.38201,7.6972876,1.8136096,100.0,100.0,Excellent,Excellent
8.2,7.6,2.0,8.665472,7.828602,1.6931182,100.0,100.0,Excellent,Excellent
8.2,7.6,2.0,8.13574,7.7063723,1.9568269,100.0,100.0,Excellent,Excellent
8.8,8.1,1.8,8.027922,7.7153482,1.9489443,100.0,100.0,Excellent,Excellent
8.5,8.16,1.8,8.474546,7.810955,1.6927423,100.0,100.0,Excellent,Excellent
8.1,7.68,1.8,8.226502,7.7680063,1.6940031,100.0,100.0,Excellent,Excellent
8.4,7.46,1.6,8.027326,7.7310286,1.8668036,100.0,100.0,Excellent,Excellent
8.6,7.58,1.2,8.087105,7.722009,1.8820578,100.0,100.0,Excellent,Excellent
8.0,7.5,1.7,8.335467,7.7259793,1.5618598,100.0,100.0,Excellent,Excellent
8.7,7.79,1.4,7.9522543,7.663833,1.8181987,100.0,92.0,Excellent,Excellent
9.5,7.96,1.2,8.27567,7.7200513,1.5619276,100.0,100.0,Excellent,Excellent
9.6,7.9,1.2,8.709026,7.795252,1.4282963,100.0,100.0,Excellent,Excellent
9.8,7.4,1.0,8.748536,7.8016715,1.4588063,100.0,100.0,Excellent,Excellent
9.8,8.2,1.0,8.996273,7.596312,1.3708224,100.0,100.0,Excellent,Excellent
9.2,8.1,1.2,8.793487,7.848067,1.3802173,100.0,100.0,Excellent,Excellent
8.8,7.7,1.2,8.563512,7.827711,1.4158142,100.0,100.0,Excellent,Excellent
9.0,7.3,1.0,8.431654,7.779093,1.4931582,100.0,100.0,Excellent,Excellent
9.1,8.1,1.0,8.526081,7.632645,1.5093169,100.0,100.0,Excellent,Excellent
9.0,8.1,1.4,8.542728,7.803993,1.3698498,100.0,100.0,Excellent,Excellent
8.6,7.3,1.4,8.55639,7.782572,1.4149787,100.0,100.0,Excellent,Excellent
8.4,7.5,2.0,8.330636,7.6333303,1.6522439,100.0,100.0,Excellent,Excellent
7.2,7.05,2.2,8.16691,7.6259813,1.787427,86.0,100.0,Good,Excellent
7.4,7.41,2.0,7.4384484,7.4893527,1.8954837,92.0,92.0,Excellent,Excellent
7.6,7.46,2.4,7.496278,7.5862584,1.9847312,86.0,92.0,Good,Excellent
7.7,7.23,2.0,7.542211,7.5719028,2.0242956,92.0,86.0,Excellent,Good
8.1,7.31,1.6,7.5111904,7.5822763,2.012682,100.0,86.0,Excellent,Good
7.9,8.2,2.0,7.8444004,7.60854,1.7809565,92.0,92.0,Excellent,Excellent
8.3,8.1,1.0,7.807499,7.660443,1.7625413,100.0,92.0,Excellent,Excellent
8.6,8.1,1.2,7.887583,7.742296,1.6713824,100.0,92.0,Excellent,Excellent
8.1,7.76,1.8,8.045601,7.7736807,1.6799823,100.0,100.0,Excellent,Excellent
10.4,7.4,1.2,7.6941495,7.6205072,1.724529,100.0,92.0,Excellent,Excellent
11.4,7.8,1.2,9.523933,7.4850774,1.2450786,100.0,100.0,Excellent,Excellent
11.5,7.2,2.1,8.716874,7.181135,1.815342,94.0,100.0,Excellent,Excellent
7.3,7.3,1.2,10.113443,7.185396,1.6403437,92.0,100.0,Excellent,Excellent
7.6,7.3,1.1,8.431973,7.245166,1.4985659,92.0,100.0,Excellent,Excellent
7.8,7.2,1.0,8.602324,7.250139,1.438861,92.0,100.0,Excellent,Excellent
8.2,7.5,1.5,8.734552,7.2301903,1.4006977,100.0,100.0,Excellent,Excellent
8.3,7.2,1.8,8.726431,7.276469,1.5931716,100.0,100.0,Excellent,Excellent
8.5,6.5,1.5,8.912883,7.173912,1.6559969,100.0,100.0,Excellent,Excellent
8.5,7.1,1.6,8.838944,7.100996,1.5431001,100.0,100.0,Excellent,Excellent
8.6,7.5,1.7,8.992626,7.1740522,1.5701408,100.0,100.0,Excellent,Excellent
8.6,7.4,1.2,8.92234,7.274817,1.6440153,100.0,100.0,Excellent,Excellent
9.4,7.3,1.8,9.028795,7.2849674,1.3705012,100.0,100.0,Excellent,Excellent
9.8,7.7,1.6,9.372834,7.1991844,1.5568053,100.0,100.0,Excellent,Excellent
7.5,8.2,1.5,9.690207,7.5203767,1.3617136,92.0,100.0,Excellent,Excellent
9.2,7.0,2.1,7.8044868,7.64172,1.6601,94.0,92.0,Excellent,Excellent
7.9,7.9,1.2,9.33826,7.3124433,1.3586202,92.0,100.0,Excellent,Excellent
8.5,8.0,1.0,8.061209,7.657805,1.5619651,100.0,100.0,Excellent,Excellent
9.2,8.0,1.0,8.332211,7.7588577,1.5876082,100.0,100.0,Excellent,Excellent
8.5,8.1,1.4,8.665234,7.790284,1.5551524,100.0,100.0,Excellent,Excellent
8.6,8.3,1.3,8.350181,7.7825584,1.6860023,100.0,100.0,Excellent,Excellent
10.7,7.1,1.4,8.360462,7.809186,1.6692312,100.0,100.0,Excellent,Excellent
11.2,7.2,1.0,9.848277,7.459328,1.149928,100.0,100.0,Excellent,Excellent
10.7,7.3,1.0,9.950065,7.5320597,1.0532542,100.0,100.0,Excellent,Excellent
10.8,7.4,1.0,9.819092,7.5686507,1.0573916,100.0,100.0,Excellent,Excellent
11.0,7.2,1.2,9.8505945,7.597668,1.0488636,100.0,100.0,Excellent,Excellent
10.3,7.3,1.4,9.995356,7.5146804,1.0764928,100.0,100.0,Excellent,Excellent
9.5,7.0,1.4,9.998871,7.531475,1.0564045,100.0,100.0,Excellent,Excellent
9.6,7.5,2.0,9.559165,7.4386573,1.1043967,100.0,100.0,Excellent,Excellent
9.0,7.5,1.0,9.630944,7.598204,1.3736131,100.0,100.0,Excellent,Excellent
9.6,7.4,1.2,9.585348,7.6780896,1.0746671,100.0,100.0,Excellent,Excellent
7.6,7.3,1.4,9.766498,7.579635,1.0635422,92.0,100.0,Excellent,Excellent
7.8,7.4,1.2,8.86234,7.5849414,1.2978033,92.0,100.0,Excellent,Excellent
8.0,7.35,1.4,8.835084,7.4691315,1.3148777,100.0,100.0,Excellent,Excellent
9.1,7.2,1.5,8.874925,7.4040394,1.4278394,100.0,100.0,Excellent,Excellent
8.9,7.4,1.1,9.270325,7.2906556,1.3816133,100.0,100.0,Excellent,Excellent
9.0,7.3,1.2,9.214686,7.4219394,1.1892791,100.0,100.0,Excellent,Excellent
8.5,7.5,1.0,9.206244,7.337727,1.2426615,100.0,100.0,Excellent,Excellent
9.2,7.6,1.0,8.816405,7.4661727,1.1934052,100.0,100.0,Excellent,Excellent
11.0,7.5,1.3,8.977868,7.54787,1.141105,100.0,100.0,Excellent,Excellent
9.5,7.0,1.0,10.172916,7.4521794,1.081067,100.0,100.0,Excellent,Excellent
11.0,7.5,1.1,9.392365,7.3278766,1.1291399,100.0,100.0,Excellent,Excellent
11.0,7.4,1.4,10.121952,7.4745436,1.035073,100.0,100.0,Excellent,Excellent
10.3,7.5,1.0,10.217377,7.423852,1.1283245,100.0,100.0,Excellent,Excellent
12.0,7.5,1.2,9.901342,7.5301046,1.0140578,100.0,100.0,Excellent,Excellent
10.8,7.43,1.3,10.50187,7.529711,1.070933,100.0,100.0,Excellent,Excellent
11.0,7.5,1.4,10.305174,7.527762,1.0786697,100.0,100.0,Excellent,Excellent
10.6,7.6,2.3,10.389785,7.554045,1.0906651,94.0,100.0,Excellent,Excellent
11.4,7.5,2.2,10.282654,7.5458846,1.6470466,94.0,100.0,Excellent,Excellent
11.1,7.5,2.0,10.545294,7.5074763,1.4937284,100.0,100.0,Excellent,Excellent
11.2,7.5,2.2,10.542279,7.5295463,1.4566393,94.0,100.0,Excellent,Excellent
10.7,7.5,2.2,10.630028,7.519911,1.6390879,94.0,100.0,Excellent,Excellent
10.7,7.5,2.6,10.416984,7.504113,1.728588,94.0,100.0,Excellent,Excellent
9.0,7.5,2.5,10.278511,7.476506,2.087617,94.0,94.0,Excellent,Excellent
9.1,7.5,2.1,9.151718,7.432559,2.1788118,94.0,94.0,Excellent,Excellent
10.5,7.3,2.3,9.383469,7.4769554,1.9709451,94.0,100.0,Excellent,Excellent
9.4,7.5,2.1,10.218073,7.331141,2.0093772,94.0,94.0,Excellent,Excellent
8.5,7.5,2.3,9.619017,7.416592,1.9903785,94.0,100.0,Excellent,Excellent
9.2,7.5,2.4,9.087077,7.419217,2.1918995,94.0,94.0,Excellent,Excellent
9.2,7.5,2.1,9.487845,7.3526263,2.1691203,94.0,94.0,Excellent,Excellent
9.3,7.3,2.1,9.514845,7.3563247,2.0018806,94.0,94.0,Excellent,Excellent
11.2,7.5,2.0,9.559559,7.2487273,1.9007381,100.0,100.0,Excellent,Excellent
9.0,7.3,2.4,10.741842,7.3749886,1.7055087,94.0,100.0,Excellent,Excellent
11.5,7.0,2.2,9.323895,7.234429,2.054905,94.0,94.0,Excellent,Excellent
11.5,7.4,2.2,10.348089,7.2248764,1.8372821,94.0,100.0,Excellent,Excellent
11.5,7.3,2.1,10.754175,7.354891,1.7932553,94.0,100.0,Excellent,Excellent
11.6,7.3,1.9,10.71118,7.336191,1.7745912,100.0,100.0,Excellent,Excellent
12.1,7.2,1.6,10.76541,7.356641,1.7044686,100.0,100.0,Excellent,Excellent
12.4,7.4,1.5,10.801999,7.3719997,1.5923126,100.0,100.0,Excellent,Excellent
12.5,7.5,1.5,10.975221,7.4659567,1.5315089,100.0,100.0,Excellent,Excellent
11.6,7.2,1.6,11.045342,7.5287824,1.5159168,100.0,100.0,Excellent,Excellent
11.4,7.5,1.8,10.776012,7.4184723,1.5659294,100.0,100.0,Excellent,Excellent
11.5,7.4,1.7,10.889506,7.5058823,1.6212866,100.0,100.0,Excellent,Excellent
11.3,7.4,2.0,10.842456,7.495636,1.5542624,100.0,100.0,Excellent,Excellent
10.1,7.3,2.3,10.768641,7.460483,1.7613064,94.0,100.0,Excellent,Excellent
10.6,7.6,2.6,10.024914,7.3775034,2.1146057,94.0,94.0,Excellent,Excellent
10.2,7.6,2.7,10.378509,7.5262394,2.3198507,94.0,94.0,Excellent,Excellent
10.1,7.8,2.7,10.057212,7.5146084,2.4392014,94.0,94.0,Excellent,Excellent
9.4,7.25,2.7,10.094313,7.6823177,2.4106886,94.0,94.0,Excellent,Excellent
10.0,7.15,2.0,9.531938,7.368173,2.3563142,100.0,94.0,Excellent,Excellent
10.4,7.44,2.0,10.09236,7.35165,1.9230874,100.0,100.0,Excellent,Excellent
9.7,7.32,2.5,10.419468,7.4567966,1.8693905,94.0,100.0,Excellent,Excellent
10.0,7.4,2.3,9.845327,7.348724,2.2728784,94.0,94.0,Excellent,Excellent
10.1,7.34,2.4,10.127192,7.38244,2.1357505,94.0,94.0,Excellent,Excellent
10.2,7.32,2.3,10.185229,7.345875,2.1783118,94.0,94.0,Excellent,Excellent
10.4,7.28,2.2,10.292345,7.3305635,2.0839293,94.0,94.0,Excellent,Excellent
11.0,7.5,2.0,10.412724,7.321971,1.9896817,100.0,100.0,Excellent,Excellent
11.2,7.62,2.2,10.814237,7.43851,1.7955947,94.0,100.0,Excellent,Excellent
11.0,7.5,2.3,10.933313,7.5076942,1.8933128,94.0,100.0,Excellent,Excellent
11.4,7.48,1.9,10.791187,7.455943,1.999783,100.0,100.0,Excellent,Excellent
10.7,8.2,1.9,9.560108,8.262589,2.2784498,100.0,94.0,Excellent,Excellent
6.4,8.3,2.0,9.5723505,8.200881,1.8715687,92.0,100.0,Excellent,Excellent
7.6,8.1,2.1,7.3490868,8.199503,2.3367932,86.0,86.0,Good,Good
7.8,8.1,2.4,8.477894,8.193853,2.1065683,86.0,94.0,Good,Excellent
8.2,8.1,2.2,8.530762,8.192611,2.2386315,94.0,94.0,Excellent,Excellent
8.5,8.2,2.1,8.926523,8.218684,2.0490582,94.0,94.0,Excellent,Excellent
9.3,7.6,2.0,9.14801,8.2520275,1.9579866,100.0,100.0,Excellent,Excellent
9.7,8.0,1.7,8.584262,8.034498,2.1010535,100.0,94.0,Excellent,Excellent
10.7,8.4,2.0,8.897853,8.072925,1.7329028,100.0,100.0,Excellent,Excellent
7.2,7.8,1.2,9.524742,8.156248,1.7907728,92.0,100.0,Excellent,Excellent
7.2,7.8,2.5,7.2805767,7.93772,1.8576832,86.0,92.0,Good,Excellent
7.2,7.9,2.1,7.646144,7.8389626,2.1078534,86.0,86.0,Good,Good
8.1,8.2,2.2,7.7338624,7.9064994,1.9135994,94.0,92.0,Excellent,Excellent
8.2,8.1,2.6,8.347165,7.984939,1.7112551,94.0,100.0,Excellent,Excellent
8.8,7.2,2.4,8.07768,7.9442096,2.0544705,94.0,94.0,Excellent,Excellent
8.9,8.0,2.1,8.078844,7.750846,2.1883252,94.0,94.0,Excellent,Excellent
9.4,8.4,2.2,8.646934,7.984395,1.784942,94.0,100.0,Excellent,Excellent
10.8,8.4,2.0,8.976109,8.014423,1.8942883,100.0,100.0,Excellent,Excellent
11.0,8.4,2.3,9.505322,8.074009,1.7887037,94.0,100.0,Excellent,Excellent
10.4,8.22,1.8,9.589824,8.120006,1.9804964,100.0,100.0,Excellent,Excellent
11.8,8.47,1.7,9.37358,8.138443,1.7730808,100.0,100.0,Excellent,Excellent
8.8,8.29,3.7,9.575224,8.124308,1.7030495,88.0,100.0,Good,Excellent
9.2,8.46,4.0,7.8887367,8.205019,3.135913,88.0,80.0,Good,Good
7.4,8.42,1.6,7.9547086,8.281986,3.2247336,92.0,80.0,Excellent,Good
8.6,8.12,1.8,7.2739525,7.8869796,2.1831625,100.0,86.0,Excellent,Good
8.1,8.31,1.9,8.374067,8.053365,2.1419764,100.0,94.0,Excellent,Excellent
8.1,8.32,1.9,8.083964,7.9933257,2.201512,100.0,94.0,Excellent,Excellent
6.5,8.25,1.8,8.060328,7.9997587,2.2275891,92.0,94.0,Excellent,Excellent
7.3,8.36,2.8,6.8435774,7.872364,2.3169472,86.0,86.0,Good,Good
7.3,8.39,2.8,7.676721,8.054846,2.681224,86.0,86.0,Good,Good
10.8,8.45,2.9,7.72871,8.104259,2.7398744,94.0,86.0,Excellent,Good
10.9,8.31,3.2,9.88504,8.323671,2.655123,88.0,94.0,Good,Excellent
10.3,8.39,3.4,9.773508,8.32231,2.9233205,88.0,94.0,Good,Excellent
10.6,8.22,2.8,9.76113,8.371856,2.9610443,94.0,94.0,Excellent,Excellent
8.5,8.46,3.2,9.728166,8.305709,2.6703994,88.0,94.0,Good,Excellent
8.9,8.4,2.8,8.722532,8.331226,3.0014877,94.0,88.0,Excellent,Good
8.6,8.08,3.2,9.292381,8.3048725,2.5466664,88.0,94.0,Good,Excellent
8.6,8.45,3.3,8.837013,8.217521,2.806467,88.0,94.0,Good,Excellent
7.9,8.34,3.5,8.777361,8.34897,3.2171412,80.0,88.0,Good,Good
8.4,8.01,3.5,8.022347,8.279632,3.4267664,88.0,88.0,Good,Good
6.6,8.21,3.4,8.336426,8.111958,3.3325703,80.0,88.0,Good,Good
7.4,8.12,3.7,7.1194663,8.131029,3.443979,80.0,80.0,Good,Good
6.5,8.18,3.0,7.5554485,8.125191,3.5972261,86.0,80.0,Good,Good
6.7,8.27,2.9,7.0789185,8.117252,3.2714639,86.0,80.0,Good,Good
7.0,8.24,3.0,7.3373823,8.192347,3.176872,86.0,80.0,Good,Good
7.8,8.44,2.9,7.5680914,8.212251,3.1516035,86.0,80.0,Good,Good
8.6,8.4,3.1,8.416441,8.341381,3.0048296,88.0,88.0,Good,Good
8.6,8.41,3.0,9.201499,8.358237,3.0984726,94.0,88.0,Excellent,Good
10.4,8.32,3.0,9.2401085,8.364484,3.0281587,94.0,88.0,Excellent,Good
11.1,8.39,2.9,10.288269,8.37172,3.0877788,94.0,88.0,Excellent,Good
11.4,8.4,3.2,10.59576,8.348549,2.9423306,88.0,94.0,Good,Excellent
10.8,8.33,3.2,10.5816965,8.32905,3.105369,88.0,88.0,Good,Good
10.7,8.21,3.0,10.227833,8.347654,3.257934,94.0,88.0,Excellent,Good
8.6,8.26,3.1,9.844378,8.311716,3.227306,88.0,88.0,Good,Good
8.3,8.39,3.2,8.963682,8.278506,3.0123322,88.0,88.0,Good,Good
8.1,8.42,3.3,8.443007,8.28059,3.2349133,88.0,88.0,Good,Good
