Actual_DO,Actual_pH,Actual_BOD,Pred_DO,Pred_pH,Pred_BOD,Actual_WQI,Predicted_WQI,Actual_Class,Predicted_Class
7.8,8.3,3.2,8.055605,8.266856,3.381505,80.0,88.0,Good,Good
7.8,8.3,3.2,7.909649,8.178678,3.169627,80.0,80.0,Good,Good
7.7,8.42,4.0,7.9072924,8.18088,3.1850262,80.0,80.0,Good,Good
6.9,8.36,4.6,7.4800673,8.243238,3.8980403,80.0,80.0,Good,Good
7.0,8.38,3.8,7.051908,8.190626,4.158361,80.0,80.0,Good,Good
7.0,8.38,3.8,7.1802225,8.2049055,3.8247952,80.0,80.0,Good,Good
7.0,7.96,3.6,7.1652613,8.197267,3.8477478,80.0,80.0,Good,Good
7.0,8.16,3.5,7.110321,8.028754,3.590312,80.0,80.0,Good,Good
7.1,8.11,3.5,7.2679415,8.128905,3.5137787,80.0,80.0,Good,Good
7.0,8.23,3.6,7.241308,8.109988,3.4614654,80.0,80.0,Good,Good
7.4,8.24,2.6,7.307249,8.183334,3.5049043,86.0,80.0,Good,Good
7.4,8.32,2.5,7.8478155,8.240192,2.8914044,86.0,86.0,Good,Good
8.4,8.38,2.3,7.897168,8.264506,2.8086448,94.0,86.0,Excellent,Good
8.5,8.41,2.2,9.052441,8.377267,2.49629,94.0,94.0,Excellent,Excellent
10.0,8.46,1.8,9.143285,8.383333,2.4086933,100.0,94.0,Excellent,Excellent
10.4,8.43,2.0,9.9468775,8.401516,1.9904357,100.0,100.0,Excellent,Excellent
8.2,8.3,3.0,8.289048,8.279406,3.0627494,94.0,88.0,Excellent,Good
8.2,8.3,3.1,8.582945,8.263472,3.0122013,88.0,88.0,Good,Good
8.5,8.3,3.2,8.581956,8.266548,3.059481,88.0,88.0,Good,Good
9.0,8.3,3.1,8.834815,8.277814,3.1254513,88.0,88.0,Good,Good
8.4,8.38,2.8,9.225198,8.302634,3.044682,94.0,88.0,Excellent,Good
8.8,8.37,3.2,8.856356,8.302942,2.8238256,88.0,94.0,Good,Excellent
8.8,8.29,2.5,9.049154,8.29933,3.0990086,94.0,88.0,Excellent,Good
9.6,8.34,2.9,9.049165,8.278517,2.6559443,94.0,94.0,Excellent,Excellent
8.5,8.24,3.2,9.320779,8.29124,2.8897934,88.0,94.0,Good,Excellent
8.7,8.32,3.0,8.619402,8.201469,3.055639,94.0,88.0,Excellent,Good
8.4,8.35,3.2,8.842346,8.24068,2.9241054,88.0,94.0,Good,Excellent
8.5,8.32,3.1,8.511453,8.219677,3.0563188,88.0,88.0,Good,Good
8.2,8.4,3.2,8.592357,8.208537,2.9792879,88.0,94.0,Good,Excellent
8.3,8.42,3.3,8.3109865,8.22585,3.0837665,88.0,88.0,Good,Good
7.8,8.45,3.4,8.333099,8.23442,3.1673837,80.0,88.0,Good,Good
8.0,8.43,3.5,7.9056067,8.257036,3.2950554,88.0,80.0,Good,Good
7.7,8.36,3.3,8.021067,8.251322,3.3714132,80.0,88.0,Good,Good
7.8,8.42,3.0,7.8804054,8.203188,3.222705,86.0,80.0,Good,Good
6.8,7.87,3.5,8.093491,8.233945,3.0052407,80.0,88.0,Good,Good
7.2,7.82,3.3,6.940755,7.9997864,3.4795742,80.0,80.0,Good,Good
6.5,7.78,3.3,7.347642,8.017361,3.379068,80.0,80.0,Good,Good
6.8,7.75,3.4,6.750957,7.980197,3.4547386,80.0,80.0,Good,Good
7.1,7.42,3.2,6.9522276,7.971398,3.527319,80.0,80.0,Good,Good
7.2,7.48,3.0,6.8931403,7.7838,3.625118,86.0,80.0,Good,Good
5.5,8.32,4.1,7.300003,7.845523,3.317431,72.0,80.0,Good,Good
8.5,8.12,3.0,6.6923084,8.136757,3.7050605,94.0,80.0,Excellent,Good
9.2,8.17,2.7,8.818767,8.206215,2.9490693,94.0,94.0,Excellent,Excellent
8.6,8.15,3.1,9.185899,8.238464,2.7249253,88.0,94.0,Good,Excellent
8.7,8.08,3.0,8.795004,8.17558,3.0771818,94.0,88.0,Excellent,Good
8.2,8.12,3.2,8.860156,8.151779,3.0364385,88.0,88.0,Good,Good
8.8,8.09,3.3,8.324795,8.069966,3.2565434,88.0,88.0,Good,Good
8.0,8.08,3.4,8.737925,8.07117,3.3149781,88.0,88.0,Good,Good
8.1,8.12,3.5,8.087514,8.010014,3.419914,88.0,88.0,Good,Good
7.7,7.98,3.5,8.116434,8.003774,3.479567,80.0,88.0,Good,Good
7.9,7.95,3.6,7.8653646,7.911691,3.459027,80.0,80.0,Good,Good
7.5,7.92,3.3,7.9712267,7.9329658,3.544075,80.0,80.0,Good,Good
8.0,7.88,3.5,7.524994,7.9497147,3.4168477,88.0,80.0,Good,Good
7.2,7.85,3.7,7.969329,7.9591637,3.5291667,80.0,80.0,Good,Good
7.4,8.05,3.8,7.2425575,7.906023,3.639296,80.0,80.0,Good,Good
7.3,7.88,3.6,7.4076624,7.9995914,3.7258096,80.0,80.0,Good,Good
7.5,7.85,3.6,7.279468,7.895503,3.652083,80.0,80.0,Good,Good
7.2,7.78,3.8,7.450029,7.887695,3.6916363,80.0,80.0,Good,Good
7.4,7.9,3.6,7.106554,7.8323975,3.800845,80.0,80.0,Good,Good
7.0,7.8,3.6,7.3025928,7.879576,3.6724653,80.0,80.0,Good,Good
7.3,7.75,3.8,6.891016,7.8172216,3.6653733,80.0,80.0,Good,Good
7.2,7.78,3.4,7.118578,7.8033338,3.7627544,80.0,80.0,Good,Good
7.5,7.85,3.2,7.1085405,7.8001814,3.5466893,80.0,80.0,Good,Good
7.8,7.98,3.0,7.4651537,7.8413844,3.3829732,86.0,80.0,Good,Good
8.0,7.88,3.2,7.828164,7.9209204,3.2156737,88.0,80.0,Good,Good
8.2,7.92,3.0,7.896,7.884122,3.3441978,94.0,80.0,Excellent,Good
8.3,7.95,2.8,8.11967,7.9034266,3.1934628,94.0,88.0,Excellent,Good
8.1,7.99,3.0,8.220916,7.902115,3.0464714,94.0,88.0,Excellent,Good
8.3,8.12,2.9,8.031434,7.914663,3.1941876,94.0,88.0,Excellent,Good
8.4,8.15,2.8,8.31508,8.023895,3.0964444,94.0,88.0,Excellent,Good
8.2,8.11,3.0,8.489627,8.077197,2.9964767,94.0,94.0,Excellent,Excellent
8.0,8.05,3.1,8.251667,8.050501,3.1536307,88.0,88.0,Good,Good
8.3,8.12,3.0,8.05752,8.016861,3.2181087,94.0,88.0,Excellent,Good
7.7,7.94,3.1,8.382785,8.095397,3.093934,80.0,88.0,Good,Good
7.5,7.88,3.3,7.8444433,7.9746175,3.1677601,80.0,80.0,Good,Good
7.2,7.88,3.1,7.6209717,7.940636,3.279986,80.0,80.0,Good,Good
7.3,7.88,3.0,7.41255,7.9249125,3.1978645,86.0,80.0,Good,Good
7.3,7.92,3.2,7.5351825,7.939903,3.1397743,80.0,80.0,Good,Good
7.2,7.85,3.3,7.4786205,7.9616456,3.2543597,80.0,80.0,Good,Good
7.5,7.92,3.1,7.3008986,7.9318037,3.3541791,80.0,80.0,Good,Good
7.1,7.85,3.2,7.6621404,7.9783087,3.2375016,80.0,80.0,Good,Good
7.0,7.73,3.2,7.1877146,7.9201326,3.3373375,80.0,80.0,Good,Good
6.8,7.72,3.3,7.008075,7.8563037,3.3819225,80.0,80.0,Good,Good
7.0,7.75,3.1,6.7897573,7.8372936,3.4429426,80.0,80.0,Good,Good
6.8,7.7,3.2,7.0280404,7.844287,3.3402665,80.0,80.0,Good,Good
7.2,7.72,2.8,6.745038,7.7927914,3.3603778,86.0,80.0,Good,Good
7.3,7.82,3.0,7.32403,7.8059144,3.0597146,86.0,80.0,Good,Good
7.4,7.85,2.9,7.3721375,7.8437657,3.153526,86.0,80.0,Good,Good
8.0,8.1,3.1,7.4888763,7.853306,3.0757003,88.0,80.0,Good,Good
7.9,8.02,3.2,7.9830036,8.022376,3.1465216,80.0,80.0,Good,Good
8.2,8.08,3.0,7.846696,7.9725447,3.2504482,94.0,80.0,Excellent,Good
7.2,8.31,3.6,8.058278,8.079772,3.7250507,80.0,88.0,Good,Good
6.4,8.12,3.6,7.598025,8.148043,3.5346332,80.0,80.0,Good,Good
6.6,7.74,3.8,7.254817,8.016509,3.5243556,80.0,80.0,Good,Good
6.8,7.82,3.2,7.1136036,7.832,3.6228454,80.0,80.0,Good,Good
7.3,8.12,3.2,7.326959,7.9030952,3.3256402,80.0,80.0,Good,Good
8.6,8.24,3.0,7.9228716,8.108293,3.27785,94.0,80.0,Excellent,Good
10.1,8.5,2.6,9.013467,8.257266,3.0142982,94.0,88.0,Excellent,Good
10.4,8.3,2.4,9.963662,8.3845005,2.7029986,94.0,94.0,Excellent,Excellent
5.7,8.6,2.7,9.889858,8.3350725,2.6292436,72.0,94.0,Good,Excellent
6.3,8.3,3.6,7.3100758,8.369102,3.127636,80.0,80.0,Good,Good
6.0,8.2,3.1,7.265369,8.265606,3.5064683,80.0,80.0,Good,Good
7.2,7.7,2.9,6.935829,8.164368,3.2668967,86.0,80.0,Good,Good
8.1,8.4,3.1,7.4483023,8.013169,3.1497333,88.0,80.0,Good,Good
8.3,7.9,3.3,8.790874,8.358634,3.0139828,88.0,88.0,Good,Good
8.4,7.9,3.3,8.871296,8.205301,3.147164,88.0,88.0,Good,Good
11.1,8.42,3.2,8.893168,8.205676,3.1563802,88.0,88.0,Good,Good
8.2,8.39,3.2,10.312725,8.336086,3.1149004,88.0,88.0,Good,Good
8.3,8.41,3.2,8.732445,8.329823,3.1248207,88.0,88.0,Good,Good
8.2,8.36,3.3,8.839239,8.344088,3.1169271,88.0,88.0,Good,Good
8.4,8.44,3.2,8.738932,8.320798,3.1850266,88.0,88.0,Good,Good
8.0,8.28,3.2,8.945549,8.361888,3.1407247,88.0,88.0,Good,Good
6.0,8.21,3.4,8.549222,8.265189,3.1070793,80.0,88.0,Good,Good
7.0,8.26,3.3,6.9874945,8.129455,3.3870168,80.0,80.0,Good,Good
6.4,8.16,3.4,7.6509285,8.178781,3.2589955,80.0,80.0,Good,Good
6.1,8.39,3.5,6.9861107,8.07159,3.4538221,80.0,80.0,Good,Good
8.6,8.42,3.3,7.025593,8.1947,3.561839,88.0,80.0,Good,Good
10.3,8.46,3.2,9.13874,8.366195,3.3021922,88.0,88.0,Good,Good
10.8,8.2,3.4,10.271231,8.379842,3.279407,88.0,88.0,Good,Good
9.0,8.46,3.6,10.082075,8.294601,3.688939,88.0,88.0,Good,Good
9.2,8.52,3.4,9.208589,8.383216,3.7464008,82.0,88.0,Good,Good
8.0,8.46,3.8,9.506935,8.404152,3.568031,88.0,88.0,Good,Good
8.6,8.32,3.6,8.099055,8.335593,3.999412,88.0,88.0,Good,Good
7.0,8.5,3.9,8.819207,8.296809,3.7322428,80.0,88.0,Good,Good
7.7,8.29,4.1,7.4497724,8.314929,4.065651,80.0,80.0,Good,Good
7.3,8.24,4.0,7.6419787,8.226491,4.201231,80.0,80.0,Good,Good
7.4,8.24,4.2,7.3586087,8.183944,4.0950465,80.0,80.0,Good,Good
6.1,8.24,4.3,7.149326,8.118185,4.292058,80.0,80.0,Good,Good
6.9,7.86,4.0,6.537761,8.04633,4.17587,80.0,80.0,Good,Good
6.1,7.92,3.2,6.915659,7.905357,3.984559,80.0,80.0,Good,Good
6.3,7.81,3.2,6.6103687,8.003809,3.5547936,80.0,80.0,Good,Good
6.3,7.87,3.3,6.7090826,7.999489,3.5112646,80.0,80.0,Good,Good
7.7,8.16,3.0,6.7838783,8.025436,3.5018475,86.0,80.0,Good,Good
8.2,8.36,3.6,8.2385645,8.202076,3.0630097,88.0,88.0,Good,Good
8.4,8.44,3.2,8.779736,8.333547,3.62007,88.0,88.0,Good,Good
10.9,8.4,3.1,9.177317,8.383347,3.2505696,88.0,88.0,Good,Good
10.9,8.4,3.1,10.662266,8.322289,3.0219827,88.0,88.0,Good,Good
10.6,8.45,3.4,10.624141,8.326103,3.0084972,88.0,88.0,Good,Good
10.4,8.43,3.4,10.401378,8.349813,3.2051663,88.0,88.0,Good,Good
10.2,8.4,3.2,10.24914,8.358822,3.2378788,88.0,88.0,Good,Good
8.6,8.28,3.4,10.136908,8.359921,3.1351447,88.0,88.0,Good,Good
8.2,8.36,3.5,8.763443,8.27296,3.387267,88.0,88.0,Good,Good
7.8,8.37,3.7,8.200053,8.29726,3.580098,80.0,88.0,Good,Good
7.9,8.43,4.6,7.806664,8.291497,3.7984927,80.0,80.0,Good,Good
7.8,8.37,4.2,7.403502,8.229723,4.269677,80.0,80.0,Good,Good
7.4,8.3,4.3,7.3437037,8.172422,4.112192,80.0,80.0,Good,Good
6.9,8.38,4.6,7.129541,8.135225,4.146932,80.0,80.0,Good,Good
6.2,8.35,4.4,6.881787,8.133731,4.2861114,80.0,80.0,Good,Good
6.0,8.18,4.4,6.6259975,8.088827,4.206589,80.0,80.0,Good,Good
6.4,7.9,3.8,6.4888897,8.014941,4.1908264,80.0,80.0,Good,Good
6.6,8.08,3.7,6.650712,7.9526563,3.8150778,80.0,80.0,Good,Good
6.5,7.92,3.7,6.8957253,8.060667,3.710381,80.0,80.0,Good,Good
6.6,8.05,3.8,6.655135,7.9722533,3.6579604,80.0,80.0,Good,Good
7.0,8.15,3.0,6.884966,8.058853,3.6359344,86.0,80.0,Good,Good
7.1,8.21,2.9,7.355441,8.154708,3.1940336,86.0,80.0,Good,Good
8.1,8.18,2.8,7.536056,8.195655,3.1069708,94.0,80.0,Excellent,Good
8.1,8.33,2.7,8.659534,8.286203,2.8528433,94.0,94.0,Excellent,Excellent
9.3,8.48,2.5,8.852896,8.357681,2.7683713,94.0,94.0,Excellent,Excellent
10.1,8.39,2.7,9.822605,8.42219,2.5375404,94.0,94.0,Excellent,Excellent
6.2,8.22,4.1,7.2828255,7.876238,4.244008,80.0,80.0,Good,Good
5.7,7.88,4.2,7.0622997,8.080344,3.9394677,72.0,80.0,Good,Good
6.2,7.66,4.4,6.59553,7.8405137,3.9024854,80.0,80.0,Good,Good
6.4,7.74,3.6,6.7379575,7.739357,4.0036016,80.0,80.0,Good,Good
7.0,8.06,3.5,6.875889,7.805626,3.639717,80.0,80.0,Good,Good
7.7,8.35,3.6,7.4226356,7.971482,3.5979204,80.0,80.0,Good,Good
10.0,8.4,2.9,8.30234,8.227737,3.6822696,94.0,88.0,Excellent,Good
5.4,8.3,2.7,9.869395,8.3296,2.9606876,78.0,94.0,Good,Excellent
6.2,8.5,3.1,6.633772,8.129258,3.2409573,80.0,80.0,Good,Good
6.6,8.7,4.4,7.3968387,8.313487,3.314821,74.0,80.0,Good,Good
6.0,8.2,3.2,7.927284,8.433888,4.0368576,80.0,80.0,Good,Good
7.0,7.8,3.6,6.8782887,8.134633,3.3875542,80.0,80.0,Good,Good
7.8,8.2,3.8,7.181659,7.990846,3.720057,80.0,80.0,Good,Good
8.0,8.3,3.5,8.347508,8.236873,3.7225876,88.0,88.0,Good,Good
8.4,8.0,3.7,8.614838,8.30294,3.4708524,88.0,88.0,Good,Good
10.6,8.4,3.6,8.769768,8.188498,3.6439705,88.0,88.0,Good,Good
11.7,8.3,3.7,10.184535,8.315472,3.6195126,88.0,88.0,Good,Good
10.7,8.39,3.4,10.11004,8.290639,3.6719215,88.0,88.0,Good,Good
10.6,8.2,3.4,10.291456,8.305691,3.4750144,88.0,88.0,Good,Good
7.9,8.36,3.6,10.097798,8.304767,3.5425215,80.0,88.0,Good,Good
8.0,8.32,3.2,8.15406,8.255295,3.702645,88.0,88.0,Good,Good
7.8,8.32,3.4,8.460691,8.249079,3.2783923,80.0,88.0,Good,Good
7.9,8.23,3.6,8.121047,8.237815,3.5171769,80.0,88.0,Good,Good
7.7,8.29,3.8,8.054574,8.155218,3.6075144,80.0,88.0,Good,Good
6.4,8.09,3.5,7.594478,8.152422,3.832073,80.0,80.0,Good,Good
6.0,8.28,4.0,6.874929,8.055459,3.6563044,80.0,80.0,Good,Good
8.5,8.39,3.6,6.803204,8.141416,3.9819374,88.0,80.0,Good,Good
10.5,8.32,3.3,8.494488,8.274628,3.8564434,88.0,88.0,Good,Good
10.9,8.24,3.8,10.025547,8.317459,3.5191066,88.0,88.0,Good,Good
8.5,8.64,3.9,9.687822,8.256466,3.9866996,82.0,88.0,Good,Good
8.8,7.47,3.6,8.359599,8.369833,4.159048,88.0,88.0,Good,Good
8.5,8.36,4.2,8.376606,7.9201202,3.9207168,88.0,88.0,Good,Good
8.5,8.31,3.5,8.186593,8.160155,4.1445045,88.0,88.0,Good,Good
7.9,8.38,4.1,8.646984,8.174818,3.5886643,80.0,88.0,Good,Good
8.6,8.24,4.3,7.791025,8.145878,4.111415,88.0,80.0,Good,Good
7.3,8.23,4.4,8.176935,8.063644,4.1830225,80.0,88.0,Good,Good
7.3,7.87,4.3,7.367765,8.035219,4.240348,80.0,80.0,Good,Good
6.3,7.86,4.5,7.3835297,7.7816105,4.146613,80.0,80.0,Good,Good
6.6,7.85,4.6,6.718408,7.7435703,4.206213,80.0,80.0,Good,Good
6.0,7.82,3.4,6.891329,7.7558537,4.3122845,80.0,80.0,Good,Good
6.2,8.1,3.5,6.5616693,7.7978754,3.5330794,80.0,80.0,Good,Good
6.2,8.09,3.4,6.6735506,7.911438,3.5265603,80.0,80.0,Good,Good
7.3,8.34,3.3,6.655545,7.922037,3.4770432,80.0,80.0,Good,Good
8.2,8.37,3.8,7.8458686,8.230735,3.431206,88.0,80.0,Good,Good
8.5,8.32,3.2,8.809169,8.330743,3.8511648,88.0,88.0,Good,Good
10.5,8.34,3.0,9.209414,8.304724,3.289302,94.0,88.0,Excellent,Good
11.0,8.37,3.1,10.556925,8.293799,3.0591235,88.0,88.0,Good,Good
10.7,8.42,3.2,10.645335,8.291409,3.0579057,88.0,88.0,Good,Good
10.2,8.4,3.6,10.480151,8.319624,3.116767,88.0,88.0,Good,Good
10.0,8.37,3.8,10.000969,8.33069,3.514285,88.0,88.0,Good,Good
8.7,8.2,3.4,9.61785,8.315609,3.7882428,88.0,88.0,Good,Good
8.2,8.18,3.6,8.913326,8.232076,3.4111052,88.0,88.0,Good,Good
8.0,8.42,3.5,8.298049,8.1932535,3.6567302,88.0,88.0,Good,Good
7.8,8.38,4.8,8.002699,8.292723,3.7649274,80.0,88.0,Good,Good
7.8,8.42,4.2,7.267031,8.182724,4.3830986,80.0,80.0,Good,Good
7.9,8.4,4.1,7.3902836,8.192989,4.103256,80.0,80.0,Good,Good
7.0,8.38,4.5,7.461214,8.183886,4.0490127,80.0,80.0,Good,Good
6.3,8.35,4.3,6.9679832,8.140613,4.240203,80.0,80.0,Good,Good
6.0,8.16,4.5,6.696008,8.093966,4.1568084,80.0,80.0,Good,Good
6.5,7.84,3.9,6.499562,7.9988055,4.21292,80.0,80.0,Good,Good
6.7,8.04,3.7,6.643646,7.887825,3.8787875,80.0,80.0,Good,Good
6.6,7.99,3.8,6.870757,7.998123,3.7381594,80.0,80.0,Good,Good
6.8,8.12,3.9,6.706173,7.9696712,3.6938605,80.0,80.0,Good,Good
7.0,8.14,3.3,7.0287213,8.080432,3.7266593,80.0,80.0,Good,Good
6.9,8.27,3.2,7.2946253,8.12918,3.3539672,80.0,80.0,Good,Good
7.9,8.3,3.0,7.3348494,8.1825285,3.2846355,86.0,80.0,Good,Good
8.4,8.36,2.9,8.566663,8.308345,2.9962213,94.0,94.0,Excellent,Excellent
9.5,8.45,2.8,9.199933,8.375237,2.9199827,94.0,94.0,Excellent,Excellent
10.1,8.42,3.1,10.004598,8.405506,2.844825,88.0,94.0,Good,Excellent
5.6,8.3,2.6,9.619998,8.296583,2.7771077,78.0,94.0,Good,Excellent
5.6,8.5,3.0,6.6075377,8.065053,3.1121979,78.0,80.0,Good,Good
6.0,8.6,4.6,6.8906426,8.215116,3.3591914,74.0,80.0,Good,Good
7.3,8.6,4.6,7.4143314,8.33296,4.304573,74.0,80.0,Good,Good
8.2,7.7,4.4,8.108441,8.389213,4.2695103,88.0,88.0,Good,Good
9.6,7.9,4.6,8.2957735,8.058465,4.128256,88.0,88.0,Good,Good
9.8,7.9,3.8,8.683249,8.172108,4.0200686,88.0,88.0,Good,Good
10.5,8.36,3.6,9.048808,8.126996,3.882454,88.0,88.0,Good,Good
10.6,8.1,3.5,10.126522,8.205217,3.701445,88.0,88.0,Good,Good
7.6,8.29,3.8,9.577918,8.138734,3.8610048,80.0,88.0,Good,Good
7.8,8.29,3.6,7.7593102,8.166171,4.0981193,80.0,80.0,Good,Good
7.6,8.2,3.5,8.039569,8.1695385,3.8980527,80.0,88.0,Good,Good
5.4,8.17,3.9,7.9048543,8.130884,3.733121,72.0,80.0,Good,Good
6.6,8.13,3.7,6.45923,7.9586434,3.947729,80.0,80.0,Good,Good
5.8,8.21,4.0,6.8801966,7.9745626,3.839152,72.0,80.0,Good,Good
8.4,8.39,4.2,6.61429,8.007376,4.0428457,88.0,80.0,Good,Good
10.2,8.36,3.6,8.125774,8.204322,4.3953085,88.0,88.0,Good,Good
10.6,8.31,4.1,9.940101,8.266783,3.8129892,88.0,88.0,Good,Good
8.1,8.68,4.2,9.542092,8.235175,4.188633,82.0,88.0,Good,Good
8.4,8.41,3.8,7.960736,8.334287,4.4125433,88.0,80.0,Good,Good
8.3,8.37,13.200001,8.42434,8.276606,4.1418695,76.0,88.0,Good,Good
8.3,8.27,3.7,7.330279,8.247462,4.741132,88.0,80.0,Good,Good
7.3,8.31,4.2,8.423409,8.218412,3.9607015,80.0,88.0,Good,Good
8.5,8.29,4.4,7.3248863,8.178775,4.359944,88.0,80.0,Good,Good
7.2,8.39,4.4,8.02858,8.1911125,4.604887,80.0,88.0,Good,Good
7.4,7.81,4.4,7.1179323,8.1611185,4.5508013,80.0,80.0,Good,Good
6.2,7.82,4.7,6.888158,7.9510274,4.2453585,80.0,80.0,Good,Good
6.4,7.82,4.7,6.4527955,7.9401145,4.290515,80.0,80.0,Good,Good
5.9,7.78,3.5,6.5544076,7.953535,4.3020267,72.0,80.0,Good,Good
6.0,8.06,3.6,6.4167747,7.940423,3.7575738,80.0,80.0,Good,Good
7.1,8.28,3.4,6.5831404,8.02398,3.6222453,80.0,80.0,Good,Good
7.9,8.36,4.0,7.4984665,8.177021,3.527752,80.0,80.0,Good,Good
8.3,8.24,3.6,8.359775,8.304254,4.1201906,88.0,88.0,Good,Good
11.7,8.46,3.3,8.782293,8.214547,3.6682649,88.0,88.0,Good,Good
10.8,8.34,3.2,10.700362,8.296466,3.1362827,88.0,88.0,Good,Good
10.5,8.4,3.6,10.462413,8.301658,3.2114563,88.0,88.0,Good,Good
10.0,8.38,4.2,10.1959715,8.314203,3.4855428,88.0,88.0,Good,Good
9.8,8.3,4.0,9.372212,8.308424,4.014988,88.0,88.0,Good,Good
8.2,8.18,4.4,9.242586,8.261286,4.0100536,88.0,88.0,Good,Good
8.1,8.16,3.7,7.996488,8.195284,4.321415,88.0,80.0,Good,Good
7.8,8.41,3.9,8.299556,8.165816,3.762407,80.0,88.0,Good,Good
7.5,8.3,4.4,7.703154,8.263649,4.229286,80.0,80.0,Good,Good
7.5,8.4,4.4,7.1743345,8.14688,4.3804665,80.0,80.0,Good,Good
7.4,8.3,4.3,7.158603,8.155341,4.343648,80.0,80.0,Good,Good
6.8,8.35,4.8,7.118246,8.116398,4.266844,80.0,80.0,Good,Good
6.2,8.31,4.4,6.8083267,8.096642,4.4661617,80.0,80.0,Good,Good
5.8,8.12,4.6,6.5714607,8.046934,4.2888536,72.0,80.0,Good,Good
6.3,7.87,4.1,6.375921,7.9545507,4.3379765,80.0,80.0,Good,Good
6.5,7.92,4.0,6.5022726,7.866774,4.034661,80.0,80.0,Good,Good
6.4,7.86,3.9,6.631734,7.906005,3.9520497,80.0,80.0,Good,Good
6.6,8.01,4.2,6.510625,7.8840218,3.7826254,80.0,80.0,Good,Good
6.8,8.05,3.4,6.7576437,7.9815454,3.9417386,80.0,80.0,Good,Good
6.6,8.2,3.5,7.024974,8.051959,3.4426346,80.0,80.0,Good,Good
7.7,8.38,3.3,6.9984455,8.105528,3.4256597,80.0,80.0,Good,Good
8.3,8.3,3.1,8.486619,8.336874,3.223435,88.0,88.0,Good,Good
9.3,8.4,3.0,9.055601,8.335794,3.0948038,94.0,88.0,Excellent,Good
9.9,8.4,3.2,9.896456,8.364246,3.0617688,88.0,88.0,Good,Good
5.2,7.89,5.6,6.555304,7.760479,4.6683064,66.0,80.0,Moderate,Good
5.0,7.71,5.4,6.5603704,7.8001,4.4977374,66.0,80.0,Moderate,Good
6.1,7.62,5.8,6.4488945,7.730535,4.3573856,74.0,80.0,Good,Good
6.3,7.73,4.8,6.867534,7.7358475,4.577529,80.0,80.0,Good,Good
6.5,7.95,4.0,6.8373294,7.7413,4.2255964,80.0,80.0,Good,Good
5.6,8.4,3.0,6.879232,7.853228,3.8517942,78.0,80.0,Good,Good
5.7,8.3,2.8,6.6230755,8.049002,3.340954,78.0,80.0,Good,Good
6.3,8.5,3.2,6.5858517,8.036166,3.235725,80.0,80.0,Good,Good
7.0,8.5,5.4,7.1608915,8.194816,3.3587704,74.0,80.0,Good,Good
8.7,7.7,5.2,7.8193736,8.3131275,4.5551805,82.0,80.0,Good,Good
9.5,7.8,4.8,8.623664,8.283006,3.987619,88.0,88.0,Good,Good
9.5,7.7,4.8,8.920152,8.267177,3.88032,88.0,88.0,Good,Good
9.6,7.7,3.6,8.86996,8.270382,3.8057823,88.0,88.0,Good,Good
6.1,7.8,4.5,9.29591,8.210571,3.40729,80.0,88.0,Good,Good
6.7,7.7,4.4,6.4018087,7.804317,4.211276,80.0,80.0,Good,Good
7.4,8.2,4.2,6.6422353,7.7587247,4.2353516,80.0,80.0,Good,Good
7.6,7.9,4.1,7.5537314,8.080118,4.3777843,80.0,80.0,Good,Good
8.3,8.2,4.0,7.6152935,7.928636,4.175681,88.0,80.0,Good,Good
10.6,8.3,4.0,8.407676,8.097363,4.1954737,88.0,88.0,Good,Good
11.3,8.2,4.1,10.147041,8.129332,3.8377056,88.0,88.0,Good,Good
10.4,8.32,3.9,9.932771,8.101158,3.9121275,88.0,88.0,Good,Good
10.3,8.2,3.8,9.934465,8.143458,3.8005338,88.0,88.0,Good,Good
7.6,8.24,3.9,9.578508,8.110123,3.8347495,80.0,88.0,Good,Good
7.3,8.24,3.9,7.748235,8.097564,4.0291805,80.0,80.0,Good,Good
7.7,8.16,3.8,7.563402,8.09528,4.0333133,80.0,80.0,Good,Good
7.7,8.23,3.9,7.8643875,8.047486,3.9424186,80.0,80.0,Good,Good
6.3,8.14,4.0,7.787855,8.086581,4.004389,80.0,80.0,Good,Good
6.2,8.09,4.2,6.71971,8.021858,4.072918,80.0,80.0,Good,Good
5.5,8.36,4.4,6.6529994,8.0050125,4.175156,72.0,80.0,Good,Good
8.2,8.34,4.2,6.5306263,8.089483,4.307056,88.0,80.0,Good,Good
10.0,8.3,3.9,7.828651,8.182071,4.4417834,88.0,80.0,Good,Good
10.2,8.26,4.2,9.422064,8.224457,4.192012,88.0,88.0,Good,Good
9.4,8.18,4.3,9.184955,8.194271,4.397805,88.0,88.0,Good,Good
9.4,8.27,3.9,8.609909,8.13985,4.484206,88.0,88.0,Good,Good
8.2,8.29,4.5,9.144169,8.216665,4.2186637,88.0,88.0,Good,Good
9.0,8.29,4.5,7.7282023,8.152262,4.6278195,88.0,80.0,Good,Good
8.3,8.26,4.4,8.260579,8.163993,4.6488733,88.0,88.0,Good,Good
7.2,8.32,4.5,7.759992,8.119193,4.614215,80.0,80.0,Good,Good
7.3,7.69,4.5,7.0600486,8.112328,4.605739,80.0,80.0,Good,Good
6.0,7.84,4.9,7.076368,7.726832,4.466212,80.0,80.0,Good,Good
6.7,7.84,4.8,6.455771,7.7831264,4.564084,80.0,80.0,Good,Good
6.0,7.8,3.6,6.810588,7.7908397,4.57714,80.0,80.0,Good,Good
